state,CZ20,PUMA20,PUMA20_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
MN,293,G27002001,Wright (South) County PUMA,124549.03247901239,0.5784633099625976,215310.16805035656,24348,100,5070,building_footprint_area
MN,284,G27002100,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA",58234.568019997445,0.40745535623281826,142922.57330573036,19435,100,5070,building_footprint_area
MN,284,G27000800,West Central Minnesota PUMA,38472.40521754138,0.26918354692119767,142922.57330573036,17709,100,5070,building_footprint_area
MN,293,G27001101,Sherburne (East) & Wright (North) Counties PUMA,15858.095573701896,0.07365233011193888,215310.16805035656,1599,100,5070,building_footprint_area
MN,293,G27000901,Benton (Northwest) & Stearns (West) Counties PUMA,1.5511953830718994,7.2044687769186416e-6,215310.16805035656,1,100,5070,building_footprint_area
MN,293,G27002100,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA",74895.93917042518,0.3478513803997802,215310.16805035656,24402,100,5070,building_footprint_area
MN,278,G27001401,"Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities PUMA",135454.89131861262,0.03944249170364856,3434237.6829626765,19661,100,5070,building_footprint_area
MN,280,G27002100,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA",10.708465576171875,3.012711566925087e-5,355442.77433439903,1,100,5070,building_footprint_area
MN,278,G27001601,"Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka PUMA",120754.3399876114,0.03516190524222483,3434237.6829626765,18986,100,5070,building_footprint_area
MN,278,G27001302,"Anoka County (Southwest)--Coon Rapids, Fridley, Columbia Heights & Anoka Cities PUMA",140259.96783759724,0.040841660008982435,3434237.6829626765,7527,100,5070,building_footprint_area
MN,278,G27001303,Anoka County (Southeast)--Blaine & Lino Lakes Cities PUMA,102608.2751330398,0.029878035420227773,3434237.6829626765,7626,100,5070,building_footprint_area
MN,278,G27001603,"Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities PUMA",122620.75553141208,0.03570537826771169,3434237.6829626765,6417,100,5070,building_footprint_area
MN,278,G27001602,"Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities PUMA",118106.63497286942,0.03439093210082658,3434237.6829626765,7888,100,5070,building_footprint_area
MN,278,G27001501,"Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities PUMA",131989.53672981262,0.03843343091382854,3434237.6829626765,9319,100,5070,building_footprint_area
MN,281,G46000300,Northeast South Dakota PUMA,2.4545367509126663,2.8826229839169065e-4,8514.94199764356,2,100,5070,building_footprint_area
MN,278,G27001604,"Hennepin County--Brooklyn Center, Crystal, Golden Valley, New Hope & Robbinsdale PUMA",116348.13625108358,0.033878882882302834,3434237.6829626765,5898,100,5070,building_footprint_area
MN,278,G27001608,Hennepin County--Minneapolis (North) & St. Anthony Cities PUMA,112422.72240606509,0.03273585953697862,3434237.6829626765,3444,100,5070,building_footprint_area
MN,278,G27001502,"Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities PUMA",108859.13179059606,0.03169819384681743,3434237.6829626765,6490,100,5070,building_footprint_area
MN,278,G27001609,Hennepin County--Minneapolis City (East) PUMA,110789.7705080919,0.03226036772519334,3434237.6829626765,1835,100,5070,building_footprint_area
MN,278,G27001505,Ramsey County--St. Paul City (East) PUMA,106154.29882925749,0.030910585879332448,3434237.6829626765,2963,100,5070,building_footprint_area
MN,278,G27001503,Ramsey County--St. Paul City (Northwest) PUMA,102334.34743561596,0.02979827166398492,3434237.6829626765,2719,100,5070,building_footprint_area
MN,278,G27001402,Washington County (South)--Woodbury & Cottage Grove Cities PUMA,131631.80659021437,0.038329265106851064,3434237.6829626765,11172,100,5070,building_footprint_area
MN,278,G27001610,Hennepin County--Minneapolis City (Southwest) PUMA,106645.49573924392,0.031053615266151906,3434237.6829626765,3547,100,5070,building_footprint_area
MN,278,G27001605,Hennepin County--Eden Prairie & Minnetonka Cities PUMA,118073.43914455967,0.03438126595905823,3434237.6829626765,9016,100,5070,building_footprint_area
MN,278,G27001606,"Hennepin County--Edina, St. Louis Park & Hopkins Cities PUMA",122368.70385725051,0.035631984490859255,3434237.6829626765,5448,100,5070,building_footprint_area
MN,278,G27002001,Wright (South) County PUMA,0.3463907241821289,1.0086393434577356e-7,3434237.6829626765,1,100,5070,building_footprint_area
MN,278,G27001900,Carver County PUMA,105961.06419580802,0.030854318768174675,3434237.6829626765,13907,100,5070,building_footprint_area
MN,278,G27001611,Hennepin County--Minneapolis City (Central) PUMA,103877.95823797584,0.030247748649814343,3434237.6829626765,1767,100,5070,building_footprint_area
MN,278,G27001504,Ramsey County--St. Paul City (Southwest) PUMA,102565.30695195869,0.02986552371164852,3434237.6829626765,3134,100,5070,building_footprint_area
MN,278,G27001701,"Dakota County (Northwest)--Eagan, West St. Paul & Mendota Heights Cities PUMA",102109.30765403714,0.029732743356874657,3434237.6829626765,6490,100,5070,building_footprint_area
MN,278,G27001702,"Dakota County (Northeast)--Inver Grove Heights, Rosemount, Hastings & South St. Paul PUMA",109574.59236916061,0.031906525547943994,3434237.6829626765,9511,100,5070,building_footprint_area
MN,476,G46000300,Northeast South Dakota PUMA,0.22546669840812683,1,0.22546669840812683,2,100,5070,building_footprint_area
MN,278,G27001607,Hennepin County--Bloomington & Richfield Cities PUMA,127081.4917619105,0.03700427969571366,3434237.6829626765,6814,100,5070,building_footprint_area
MN,278,G27001703,Dakota County (West)--Burnsville & Apple Valley Cities PUMA,120484.16195142455,0.035083233332727365,3434237.6829626765,6509,100,5070,building_footprint_area
MN,278,G27001800,Scott County PUMA,150521.47857036837,0.04382966249456423,3434237.6829626765,18525,100,5070,building_footprint_area
MN,278,G27001704,Dakota County (South)--Lakeville & Farmington Cities PUMA,107302.62754059816,0.031244962476804878,3434237.6829626765,12112,100,5070,building_footprint_area
MN,287,G27002600,"Goodhue, Wabasha & Winona Counties PUMA",68747.28527035844,0.25331646673472036,271388.9316258007,20763,100,5070,building_footprint_area
MN,284,G27002200,Southwest Minnesota PUMA,46215.41634147847,0.3233598113477677,142922.57330573036,16373,100,5070,building_footprint_area
MN,293,G27001900,Carver County PUMA,5.549631834030151,2.5775056906426308e-5,215310.16805035656,3,100,5070,building_footprint_area
MN,278,G27002600,"Goodhue, Wabasha & Winona Counties PUMA",1.067808747291565,3.1093035656471476e-7,3434237.6829626765,1,100,5070,building_footprint_area
MN,282,G27001800,Scott County PUMA,1.8466265350580215,6.329387025712565e-6,291754.4033184047,2,100,5070,building_footprint_area
MN,282,G27002500,"Le Sueur, Rice, Steele & Waseca Counties PUMA",151672.38683693693,0.5198632312377135,291754.4033184047,32840,100,5070,building_footprint_area
MN,278,G27002500,"Le Sueur, Rice, Steele & Waseca Counties PUMA",53.026317059993744,1.544049129827513e-5,3434237.6829626765,4,100,5070,building_footprint_area
MN,282,G27001704,Dakota County (South)--Lakeville & Farmington Cities PUMA,7.248087286949158,2.4843111893118522e-5,291754.4033184047,5,100,5070,building_footprint_area
MN,284,G46000400,Jackrabbit Region PUMA,0.1837267130613327,1.2854982163546473e-6,142922.57330573036,1,100,5070,building_footprint_area
MN,282,G27002600,"Goodhue, Wabasha & Winona Counties PUMA",1.0133824944496155,3.4734094256108474e-6,291754.4033184047,2,100,5070,building_footprint_area
MN,282,G27002300,"Brown, Martin, Faribault, Freeborn & Watonwan Counties PUMA",37070.132905231556,0.12705937762582886,291754.4033184047,10906,100,5070,building_footprint_area
MN,282,G27002400,Blue Earth & Nicollet Counties--Mankato City PUMA,103001.15548593504,0.353040620173692,291754.4033184047,16907,100,5070,building_footprint_area
MN,282,G27002200,Southwest Minnesota PUMA,0.6199939846992493,2.1250544212785094e-6,291754.4033184047,2,100,5070,building_footprint_area
MN,296,G27002600,"Goodhue, Wabasha & Winona Counties PUMA",49465.42078543035,0.14678246384762061,336998.1637369293,9895,100,5070,building_footprint_area
MN,287,G27002700,Olmsted County--Rochester City PUMA,160643.11918674526,0.5919295168907068,271388.9316258007,18719,100,5070,building_footprint_area
MN,287,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",41992.4157426639,0.15473149730573507,271388.9316258007,16210,100,5070,building_footprint_area
MN,295,G27002200,Southwest Minnesota PUMA,19092.315760092344,0.9999906645079657,19092.493997917976,7319,100,5070,building_footprint_area
MN,286,G27002200,Southwest Minnesota PUMA,51897.2283954022,0.7222195777399146,71857.96396963834,20552,100,5070,building_footprint_area
MN,289,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",18781.954753942788,0.07778600238457753,241456.7425779763,7201,100,5070,building_footprint_area
MN,185,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",39926.62891584076,0.21883289954085325,182452.5882516444,8680,100,5070,building_footprint_area
MN,185,G27002300,"Brown, Martin, Faribault, Freeborn & Watonwan Counties PUMA",44475.03590459726,0.24376215394245807,182452.5882516444,14275,100,5070,building_footprint_area
MN,185,G27002700,Olmsted County--Rochester City PUMA,2.2971010208129883,1.2590125702381123e-5,182452.5882516444,1,100,5070,building_footprint_area
MN,286,G27002300,"Brown, Martin, Faribault, Freeborn & Watonwan Counties PUMA",19958.380436470732,0.27774764735755125,71857.96396963834,6564,100,5070,building_footprint_area
MN,177,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",0.9546246528625488,9.702890592288745e-6,98385.59383749263,1,100,5070,building_footprint_area
MN,186,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",4.520306050777435,1.091430029419667e-4,41416.361369321705,8,100,5070,building_footprint_area
MN,287,G19000400,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties PUMA",3.6884793639183044,1.3591119364455483e-5,271388.9316258007,2,100,5070,building_footprint_area
MN,186,G27002800,"Dodge, Fillmore, Houston & Mower Counties PUMA",0.423311322927475,1.0220871871207736e-5,41416.361369321705,1,100,5070,building_footprint_area
MN,185,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",13.658357594162226,7.485976343248244e-5,182452.5882516444,4,100,5070,building_footprint_area
MN,184,G19000200,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA",0.06051670014858246,8.492749313253642e-7,71256.90152438753,1,100,5070,building_footprint_area
MN,188,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",1.2048527598381042,2.308351260041345e-5,52195.38207614573,3,100,5070,building_footprint_area
MN,191,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",1.065511867403984,1.5680984183948753e-5,67949.29800992052,4,100,5070,building_footprint_area
MN,191,G27002200,Southwest Minnesota PUMA,0.9977793991565704,1.4684175236231223e-5,67949.29800992052,2,100,5070,building_footprint_area
MN,286,G19000100,"Sioux, Clay, Dickinson, O'Brien, Lyon, Emmet, Palo Alto & Osceola Counties PUMA",0.40564388036727905,5.645078957965926e-6,71857.96396963834,1,100,5070,building_footprint_area
MO,155,G29000300,Northeast Missouri PUMA,6590.5875491576735,0.053484871983547934,123223.39578909252,3854,100,5070,building_footprint_area
MO,307,G29000300,Northeast Missouri PUMA,33615.46468254039,0.6973951535017869,48201.46012450638,12086,100,5070,building_footprint_area
MO,178,G19002200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties PUMA",3.5053484700620174,2.2979911431725422e-5,152539.68582414254,5,100,5070,building_footprint_area
MO,307,G29000100,Northwest Missouri PUMA,14582.287792451913,0.3025279266392606,48201.46012450638,8727,100,5070,building_footprint_area
MO,178,G29000100,Northwest Missouri PUMA,0.6575129628181458,4.310438685288552e-6,152539.68582414254,1,100,5070,building_footprint_area
MO,187,G19001800,Southern Iowa PUMA,0.9008664824068546,2.7860917316956425e-5,32334.415703483624,6,100,5070,building_footprint_area
MO,317,G19001800,Southern Iowa PUMA,0.09158860146999359,3.0817384031216756e-6,29719.784579125233,1,100,5070,building_footprint_area
MO,317,G29000100,Northwest Missouri PUMA,29718.054409426637,0.9999417839084941,29719.784579125233,15568,100,5070,building_footprint_area
MO,176,G19001800,Southern Iowa PUMA,5.209611602127552,8.92516825729666e-5,58369.89793294371,6,100,5070,building_footprint_area
MO,308,G29000100,Northwest Missouri PUMA,5293.446486161789,0.15803766575632966,33494.840997737134,2555,100,5070,building_footprint_area
MO,176,G29000100,Northwest Missouri PUMA,0.7651840448379517,1.3109223622714014e-5,58369.89793294371,1,100,5070,building_footprint_area
MO,320,G29000100,Northwest Missouri PUMA,29292.467137103435,0.9996084741656021,29303.94038681453,11247,100,5070,building_footprint_area
MO,320,G19001800,Southern Iowa PUMA,0.6302964687347412,2.1508932260125215e-5,29303.94038681453,1,100,5070,building_footprint_area
MO,141,G29000300,Northeast Missouri PUMA,48673.94906778075,0.3187944162925305,152681.30989821604,16655,100,5070,building_footprint_area
MO,195,G29000100,Northwest Missouri PUMA,4179.160372174345,0.024390658679485915,171342.66143002047,2573,100,5070,building_footprint_area
MO,195,G29000200,"Buchanan, Andrew & DeKalb Counties PUMA",113544.56979676301,0.6626754180723213,171342.66143002047,22846,100,5070,building_footprint_area
MO,322,G29000300,Northeast Missouri PUMA,29784.637220049277,0.5478176848778771,54369.616100818384,15748,100,5070,building_footprint_area
MO,315,G29000100,Northwest Missouri PUMA,26270.784542929614,0.6245195115192165,42065.59452245594,9700,100,5070,building_footprint_area
MO,195,G29000800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA",29784.384318282828,0.1738293549878547,171342.66143002047,11417,100,5070,building_footprint_area
MO,317,G29000800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA",0.8195732831954956,2.7576689898726673e-5,29719.784579125233,1,100,5070,building_footprint_area
MO,315,G29000700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA",15794.809979526326,0.37548048848078347,42065.59452245594,9457,100,5070,building_footprint_area
MO,141,G29000400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA",17474.06103416998,0.11444793764095254,152681.30989821604,7325,100,5070,building_footprint_area
MO,322,G29000700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA",24584.978880769107,0.4521823151221229,54369.616100818384,7273,100,5070,building_footprint_area
MO,195,G29000700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA",3.398764133453369,1.9836064790212726e-5,171342.66143002047,2,100,5070,building_footprint_area
MO,194,G29000800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA",55933.161026831716,0.025531421216254215,2190757.83337994,20062,100,5070,building_footprint_area
MO,194,G29001000,Platte County PUMA,106360.25135252299,0.04854952461287266,2190757.83337994,13136,100,5070,building_footprint_area
MO,195,G29001000,Platte County PUMA,0.4617254137992859,2.6947486979934834e-6,171342.66143002047,1,100,5070,building_footprint_area
MO,194,G29000901,Clay County (Northeast) PUMA,116777.24328159168,0.053304496509057636,2190757.83337994,15224,100,5070,building_footprint_area
MO,309,G29000400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA",24836.828896623803,0.0646534067920156,384153.4441722727,7298,100,5070,building_footprint_area
MO,309,G29000300,Northeast Missouri PUMA,0.9409111142158508,2.4493106296188807e-6,384153.4441722727,1,100,5070,building_footprint_area
MO,311,G29000700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA",66134.50719724689,0.38891198342448524,170050.06278004847,18199,100,5070,building_footprint_area
MO,309,G29000700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA",27154.58709860919,0.0706868245242955,384153.4441722727,11211,100,5070,building_footprint_area
MO,160,G29000400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA",105356.16888266942,0.042610266619178334,2472553.6177530033,33741,100,5070,building_footprint_area
MO,194,G29000902,"Kansas City (North Central), Gladstone City & North Kansas City PUMA",135398.28602830693,0.061804314454698105,2190757.83337994,8534,100,5070,building_footprint_area
MO,309,G29000501,"Boone (Outside Columbia City), Cole, Callaway & Moniteau PUMA",162533.16695777606,0.4230943895556705,384153.4441722727,43434,100,5070,building_footprint_area
MO,194,G29001103,Jackson County (East) PUMA,141453.7286525676,0.06456840025733482,2190757.83337994,17022,100,5070,building_footprint_area
MO,194,G29001101,Jackson County--Kansas City (Central) PUMA,181750.8652716144,0.08296255409992347,2190757.83337994,8285,100,5070,building_footprint_area
MO,194,G29001102,Jackson County (North Central) PUMA,133847.65890905634,0.06109651047215647,2190757.83337994,10052,100,5070,building_footprint_area
MO,309,G29000601,Boone County--Columbia City PUMA,141040.4357920005,0.367146092093219,384153.4441722727,10734,100,5070,building_footprint_area
MO,160,G29001803,St. Charles County (Northeast) PUMA,136309.86671098683,0.055129185362160896,2472553.6177530033,9267,100,5070,building_footprint_area
MO,194,G20000400,Wyandotte County--Kansas City PUMA,16.73255506157875,7.637793099095515e-6,2190757.83337994,4,100,5070,building_footprint_area
MO,194,G29001104,Jackson County (South Central) PUMA,112827.85675880243,0.05150174749562785,2190757.83337994,8325,100,5070,building_footprint_area
MO,194,G29001105,Jackson County--Kansas City (South) PUMA,145247.24288082216,0.06629999932796411,2190757.83337994,9740,100,5070,building_footprint_area
MO,160,G29001802,St. Charles County (Northwest) PUMA,152668.821990196,0.06174540397992976,2472553.6177530033,13039,100,5070,building_footprint_area
MO,194,G20000802,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam PUMA",21.590291142463684,9.855170121269771e-6,2190757.83337994,4,100,5070,building_footprint_area
MO,160,G29001901,St. Louis County (Northeast) PUMA,123660.77588868886,0.050013384947772646,2472553.6177530033,8107,100,5070,building_footprint_area
MO,160,G29001902,St. Louis County (Northwest) PUMA,117015.9268350993,0.047325941081690484,2472553.6177530033,6675,100,5070,building_footprint_area
MO,311,G29000800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA",53756.31006178353,0.3161204952409498,170050.06278004847,15691,100,5070,building_footprint_area
MO,309,G29001500,"Camden, Miller, Morgan & Moniteau Counties PUMA",15368.55735758366,0.04000629850058475,384153.4441722727,6174,100,5070,building_footprint_area
MO,194,G20000803,Johnson County (Southeast)--Blue Valley Region PUMA,18.10750102996826,8.265405127882933e-6,2190757.83337994,5,100,5070,building_footprint_area
MO,160,G29002001,St. Louis City (North) PUMA,125530.7669084596,0.05076968442954896,2472553.6177530033,4783,100,5070,building_footprint_area
MO,160,G29001903,St. Louis County (Inner Ring North) PUMA,163952.20178225372,0.06630885599611365,2472553.6177530033,9244,100,5070,building_footprint_area
MO,160,G29001801,St. Charles County (South) PUMA,115321.31886321213,0.046640573549225336,2472553.6177530033,11467,100,5070,building_footprint_area
MO,194,G29001200,Cass & Bates Counties PUMA,123453.63634026423,0.05635202324019436,2190757.83337994,29318,100,5070,building_footprint_area
MO,160,G29001904,St. Louis County (West) PUMA,107904.19237365434,0.04364078966737031,2472553.6177530033,10302,100,5070,building_footprint_area
MO,160,G29001905,St. Louis County (Inner Ring Central) PUMA,102874.91879124567,0.041606749415907876,2472553.6177530033,7134,100,5070,building_footprint_area
MO,160,G29001600,"Phelps, Gasconade, Osage, Maries & Pulaski Counties PUMA",14738.30833416665,0.005960763895409664,2472553.6177530033,8423,100,5070,building_footprint_area
MO,160,G29001700,Franklin & Carter Counties PUMA,126869.907362587,0.051311286619492316,2472553.6177530033,39922,100,5070,building_footprint_area
MO,309,G29001600,"Phelps, Gasconade, Osage, Maries & Pulaski Counties PUMA",13218.92715856526,0.034410539223585,384153.4441722727,8894,100,5070,building_footprint_area
MO,160,G29002002,St. Louis City (South) PUMA,175318.48658707924,0.07090583812957085,2472553.6177530033,5581,100,5070,building_footprint_area
MO,160,G29001906,St. Louis County (Southwest) PUMA,119597.22988865897,0.04836992372175372,2472553.6177530033,10510,100,5070,building_footprint_area
MO,194,G20000900,"Leavenworth, Miami & Linn County PUMA",65.02340702712536,2.968078262069071e-5,2190757.83337994,21,100,5070,building_footprint_area
MO,160,G29001907,St. Louis County (Inner Ring South) PUMA,161309.42175701726,0.06524000959931107,2472553.6177530033,8915,100,5070,building_footprint_area
MO,314,G29001500,"Camden, Miller, Morgan & Moniteau Counties PUMA",87846.24675922375,0.9999291892692138,87852.4676566599,38930,100,5070,building_footprint_area
MO,160,G29001908,St. Louis County (Southeast) PUMA,106133.42029166408,0.04292461830943652,2472553.6177530033,8188,100,5070,building_footprint_area
MO,160,G29002101,Jefferson County (North) PUMA,112807.5985025526,0.04562392406481741,2472553.6177530033,12265,100,5070,building_footprint_area
MO,160,G29002102,Jefferson County (South) PUMA,113628.80069449823,0.0459560512171062,2472553.6177530033,27037,100,5070,building_footprint_area
MO,311,G29001300,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA",30985.785780974198,0.1822156679886253,170050.06278004847,13804,100,5070,building_footprint_area
MO,311,G29001400,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA",19172.966966563137,0.11274895553177444,170050.06278004847,10560,100,5070,building_footprint_area
MO,318,G29001600,"Phelps, Gasconade, Osage, Maries & Pulaski Counties PUMA",106191.8892703543,0.6788875963332215,156420.4293080524,27176,100,5070,building_footprint_area
MO,321,G29002200,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA",108156.59349123575,0.7947192836648973,136094.08468417288,32262,100,5070,building_footprint_area
MO,321,G29001700,Franklin & Carter Counties PUMA,1.3259092569351196,9.74259285414274e-6,136094.08468417288,1,100,5070,building_footprint_area
MO,160,G29002200,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA",2.945682406425476,1.1913522866705073e-6,2472553.6177530033,2,100,5070,building_footprint_area
MO,311,G29001200,Cass & Bates Counties PUMA,0.49277348071336746,2.897814165177617e-6,170050.06278004847,2,100,5070,building_footprint_area
MO,314,G29001600,"Phelps, Gasconade, Osage, Maries & Pulaski Counties PUMA",0.7672355771064758,8.733227393281006e-6,87852.4676566599,2,100,5070,building_footprint_area
MO,310,G29001400,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA",56659.1368665928,0.08750209012931141,647517.5253855239,26263,100,5070,building_footprint_area
MO,316,G29001300,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA",33613.9367323108,0.9999321013194968,33616.21922923997,14025,100,5070,building_footprint_area
MO,312,G29002200,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA",18860.178831939702,0.09162693166812275,205836.63000145194,8001,100,5070,building_footprint_area
MO,318,G29001400,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA",35951.32767701056,0.22983780210837082,156420.4293080524,12015,100,5070,building_footprint_area
MO,314,G29001400,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA",5.453661859035492,6.207750339295179e-5,87852.4676566599,3,100,5070,building_footprint_area
MO,318,G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",14277.212360687554,0.09127460155840765,156420.4293080524,5979,100,5070,building_footprint_area
MO,310,G29001300,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA",45227.28619084228,0.06984720014167109,647517.5253855239,17143,100,5070,building_footprint_area
MO,321,G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",27936.165283680195,0.2052709737422485,136094.08468417288,12463,100,5070,building_footprint_area
MO,312,G29002300,Cape Girardeau & Scott Counties PUMA,119249.72218787344,0.5793415981743982,205836.63000145194,24010,100,5070,building_footprint_area
MO,312,G29002400,"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties PUMA",67726.7289816388,0.3290314701574791,205836.63000145194,21507,100,5070,building_footprint_area
MO,319,G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",6947.160924581578,0.06386634137296396,108776.56016041129,4217,100,5070,building_footprint_area
MO,319,G29002600,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",101805.7099506408,0.9359158793080911,108776.56016041129,47388,100,5070,building_footprint_area
MO,198,G29001300,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA",11508.664939219132,0.04352342991182218,264424.5860800841,4540,100,5070,building_footprint_area
MO,316,G29001400,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA",2.282496929168701,6.789868050311101e-5,33616.21922923997,1,100,5070,building_footprint_area
MO,310,G29002701,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA",168496.88300722674,0.2602198031735215,647517.5253855239,48165,100,5070,building_footprint_area
MO,319,G29002701,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA",3.0918388962745667,2.8423760520787516e-5,108776.56016041129,3,100,5070,building_footprint_area
MO,313,G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",68607.80829063989,0.9999475975816852,68611.40369411744,28509,100,5070,building_footprint_area
MO,198,G29002900,Jasper & Newton Counties PUMA,180558.29420279572,0.6828347427122814,264424.5860800841,39988,100,5070,building_footprint_area
MO,310,G29002702,Greene County--Springfield City (North) PUMA,124259.11997077153,0.19190078275763917,647517.5253855239,9910,100,5070,building_footprint_area
MO,310,G29002703,Greene County--Springfield City (South) PUMA,131909.2063427586,0.20371526819173197,647517.5253855239,11763,100,5070,building_footprint_area
MO,310,G29002600,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",1.2406436204910278,1.9160000646351063e-6,647517.5253855239,1,100,5070,building_footprint_area
MO,198,G20001000,Southeast Kansas PUMA,0.027983730658888817,1.0582877739823185e-7,264424.5860800841,1,100,5070,building_footprint_area
MO,310,G29002800,"Taney, Barry, Stone & McDonald Counties PUMA",120900.28012592485,0.18671352571336555,647517.5253855239,38913,100,5070,building_footprint_area
MO,198,G40020500,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities PUMA",3.206511616706848,1.2126374722718553e-5,264424.5860800841,2,100,5070,building_footprint_area
MO,439,G40020500,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities PUMA",35.64744186401367,2.9018746216934166e-4,122842.80512164673,14,100,5070,building_footprint_area
MO,41,G29002600,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",8377.166368130594,0.1261431580788981,66409.99397597904,5819,100,5070,building_footprint_area
MO,198,G29002800,"Taney, Barry, Stone & McDonald Counties PUMA",3.4827864840626717,1.3171190076129566e-5,264424.5860800841,2,100,5070,building_footprint_area
MO,56,G29002400,"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties PUMA",43521.13656105474,0.5200592622860898,83684.95615238813,9212,100,5070,building_footprint_area
MO,42,G29002800,"Taney, Barry, Stone & McDonald Counties PUMA",23076.28588178521,0.040562881242145805,568901.546811433,9328,100,5070,building_footprint_area
MO,42,G29002900,Jasper & Newton Counties PUMA,5.687616586685181,9.997541083449341e-6,568901.546811433,2,100,5070,building_footprint_area
MO,56,G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",0.9478157162666321,1.1325998839512854e-5,83684.95615238813,1,100,5070,building_footprint_area
MO,439,G29002800,"Taney, Barry, Stone & McDonald Counties PUMA",0.3324986696243286,2.7067003988965194e-6,122842.80512164673,1,100,5070,building_footprint_area
MO,46,G29002500,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",0.6675264835357666,2.930580071314537e-6,227779.64337836427,1,100,5070,building_footprint_area
