CZ20,PUMA2010,PUMA2010_name,pop_overlap,share_of_CZ20,afactor,CZ20_total_pop,cells,grid_res_m,crs_epsg,method,state_fips,state
549,G37000400,"Granville, Person & Caswell Counties PUMA",3.3377851843833923,2.768475763058135e-5,2.768475763058135e-5,120564.00236267131,3,100,5070,building_footprint_area,37,NC
391,G37000400,"Granville, Person & Caswell Counties PUMA",22583.58150413423,0.07622065236501581,0.07622065236501581,296292.15709126845,10034,100,5070,building_footprint_area,37,NC
391,G51051097,West Piedmont Planning District Commission PUMA,102939.76327495778,0.3474265545383596,0.3474265545383596,296292.15709126845,29187,100,5070,building_footprint_area,51,VA
404,G37000300,Rockingham & Stokes Counties PUMA,135340.77282831632,0.08532034237585352,0.08532034237585352,1586266.1712269343,42756,100,5070,building_footprint_area,37,NC
556,G51051097,West Piedmont Planning District Commission PUMA,81691.45655192668,0.9996135040431835,0.9996135040431835,81723.04217730695,25074,100,5070,building_footprint_area,51,VA
396,G37000800,South & West Albemarle Sound & Northern Outer Banks Regions PUMA,40640.552979504224,0.4778707436580637,0.4778707436580637,85045.07446596108,16174,100,5070,building_footprint_area,37,NC
556,G37000300,Rockingham & Stokes Counties PUMA,6.459577172994614,7.904229946530704e-5,7.904229946530704e-5,81723.04217730695,5,100,5070,building_footprint_area,37,NC
404,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",137061.07589242398,0.0864048407376745,0.0864048407376745,1586266.1712269343,51364,100,5070,building_footprint_area,37,NC
556,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",13.235364377498627,1.6195388748234648e-4,1.6195388748234648e-4,81723.04217730695,5,100,5070,building_footprint_area,37,NC
406,G37000900,Nash & Edgecombe Counties--Rocky Mount City PUMA,143439.5883017924,0.6462603036535733,0.6462603036535733,221953.27098209472,32973,100,5070,building_footprint_area,37,NC
393,G51051020,Mount Rogers Planning District Commission PUMA,115329.25703474041,0.9140529660508634,0.9140529660508634,126173.49466411863,52164,100,5070,building_footprint_area,51,VA
404,G51051020,Mount Rogers Planning District Commission PUMA,2.6650290489196777,1.6800642270889187e-6,1.6800642270889187e-6,1586266.1712269343,2,100,5070,building_footprint_area,51,VA
393,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",10821.629327857867,0.08576784971095308,0.08576784971095308,126173.49466411863,7124,100,5070,building_footprint_area,37,NC
403,G37001302,Durham County (North)--Durham City (North) PUMA,146474.2021259726,0.06912509642368302,0.06912509642368302,2118972.8434981094,15136,100,5070,building_footprint_area,37,NC
395,G37000100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",98030.55199181358,0.8456204791536864,0.8456204791536864,115927.36269812728,39756,100,5070,building_footprint_area,37,NC
393,G37000100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",16.411674976348877,1.3007228673532216e-4,1.3007228673532216e-4,126173.49466411863,10,100,5070,building_footprint_area,37,NC
403,G37001400,Orange County--Chapel Hill Town PUMA,148148.8626765014,0.06991541356043508,0.06991541356043508,2118972.8434981094,22158,100,5070,building_footprint_area,37,NC
391,G37001600,Alamance County--Burlington City PUMA,170588.95581035875,0.5757457689229732,0.5757457689229732,296292.15709126845,27613,100,5070,building_footprint_area,37,NC
403,G37001600,Alamance County--Burlington City PUMA,47.50614595413208,2.2419421796697728e-5,2.2419421796697728e-5,2118972.8434981094,9,100,5070,building_footprint_area,37,NC
404,G37001703,Guilford County (North)--Summerfield Town PUMA,138275.42230419256,0.08717037834655468,0.08717037834655468,1586266.1712269343,25366,100,5070,building_footprint_area,37,NC
404,G37001600,Alamance County--Burlington City PUMA,4.933912515640259,3.110393832470127e-6,3.110393832470127e-6,1586266.1712269343,2,100,5070,building_footprint_area,37,NC
403,G37001206,Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town PUMA,137250.7473130657,0.0647723012280257,0.0647723012280257,2118972.8434981094,13326,100,5070,building_footprint_area,37,NC
404,G37001803,Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA,140269.0397381736,0.08842717715506677,0.08842717715506677,1586266.1712269343,24259,100,5070,building_footprint_area,37,NC
403,G37001203,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns PUMA",135916.11511673033,0.06414245257261203,0.06414245257261203,2118972.8434981094,10139,100,5070,building_footprint_area,37,NC
395,G47001200,"Greene, Carter, Unicoi & Johnson Counties PUMA",17890.978903021663,0.1543292151794175,0.1543292151794175,115927.36269812728,8070,100,5070,building_footprint_area,47,TN
395,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",2.453062981367111,2.116034492870197e-5,2.116034492870197e-5,115927.36269812728,3,100,5070,building_footprint_area,37,NC
404,G37001701,Greensboro City (North) PUMA,138182.93766012695,0.08711207498880605,0.08711207498880605,1586266.1712269343,9946,100,5070,building_footprint_area,37,NC
405,G37004200,Pitt County--Greenville City PUMA,169097.85825923667,0.36153749482163006,0.36153749482163006,467718.73092350666,23619,100,5070,building_footprint_area,37,NC
391,G37001400,Orange County--Chapel Hill Town PUMA,177.11504292488098,5.977716206316027e-4,5.977716206316027e-4,296292.15709126845,11,100,5070,building_footprint_area,37,NC
396,G37004400,"Carteret, Beaufort & Pamlico Counties PUMA",44078.018174621626,0.5182900767787988,0.5182900767787988,85045.07446596108,14618,100,5070,building_footprint_area,37,NC
404,G37001900,"Davie, Yadkin & Iredell (North) Counties PUMA",79753.60242895689,0.05027756619639037,0.05027756619639037,1586266.1712269343,28962,100,5070,building_footprint_area,37,NC
404,G37000100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",8.130566760897636,5.125600550763092e-6,5.125600550763092e-6,1586266.1712269343,13,100,5070,building_footprint_area,37,NC
406,G37001000,Wilson & Greene Counties--Wilson City PUMA,78510.34262877054,0.3537246479016931,0.3537246479016931,221953.27098209472,14535,100,5070,building_footprint_area,37,NC
403,G37001301,Durham County (South)--Durham City (South) PUMA,177469.77574218484,0.08375273722206303,0.08375273722206303,2118972.8434981094,11393,100,5070,building_footprint_area,37,NC
406,G37004200,Pitt County--Greenville City PUMA,3.340051531791687,1.5048444733491374e-5,1.5048444733491374e-5,221953.27098209472,3,100,5070,building_footprint_area,37,NC
404,G37001801,Winston-Salem City (North) PUMA,110331.13290648814,0.06955398463875075,0.06955398463875075,1586266.1712269343,10200,100,5070,building_footprint_area,37,NC
403,G37001204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA",137989.90012633242,0.0651211272243261,0.0651211272243261,2118972.8434981094,14421,100,5070,building_footprint_area,37,NC
396,G37004200,Pitt County--Greenville City PUMA,2.183376431465149,2.567316737830638e-5,2.567316737830638e-5,85045.07446596108,2,100,5070,building_footprint_area,37,NC
404,G37001702,Greensboro City (South) PUMA,121498.3570026448,0.0765939280597966,0.0765939280597966,1586266.1712269343,6826,100,5070,building_footprint_area,37,NC
403,G37001202,Raleigh City (North) PUMA,139821.2599893259,0.06598539496074983,0.06598539496074983,2118972.8434981094,8051,100,5070,building_footprint_area,37,NC
403,G37000900,Nash & Edgecombe Counties--Rocky Mount City PUMA,3.338576763868332,1.5755637332080375e-6,1.5755637332080375e-6,2118972.8434981094,2,100,5070,building_footprint_area,37,NC
404,G37001802,Winston-Salem City (South) PUMA,131145.25481442083,0.08267544072567815,0.08267544072567815,1586266.1712269343,10685,100,5070,building_footprint_area,37,NC
404,G37001704,Guilford County (South)--High Point City PUMA,142212.18081717798,0.08965215510281019,0.08965215510281019,1586266.1712269343,18110,100,5070,building_footprint_area,37,NC
403,G37001100,Johnston County PUMA,215226.38166586123,0.10157109012806151,0.10157109012806151,2118972.8434981094,41716,100,5070,building_footprint_area,37,NC
403,G37001201,Raleigh City (South & Central) PUMA,149065.60715876054,0.07034804981864486,0.07034804981864486,2118972.8434981094,7322,100,5070,building_footprint_area,37,NC
403,G37001500,Chatham & Lee Counties PUMA,75673.49097860884,0.03571234582397156,0.03571234582397156,2118972.8434981094,19125,100,5070,building_footprint_area,37,NC
403,G37001207,Wake County (West Central)--Cary Town PUMA,139280.51184129482,0.06573020143635414,0.06573020143635414,2118972.8434981094,9792,100,5070,building_footprint_area,37,NC
489,G47001200,"Greene, Carter, Unicoi & Johnson Counties PUMA",144010.74747415772,0.24696743183077363,0.24696743183077363,583116.3502272493,43598,100,5070,building_footprint_area,47,TN
404,G37003500,Davidson County PUMA,168545.17688706168,0.10625277141017041,0.10625277141017041,1586266.1712269343,39653,100,5070,building_footprint_area,37,NC
405,G37004400,"Carteret, Beaufort & Pamlico Counties PUMA",0.5384781956672668,1.1512863609375792e-6,1.1512863609375792e-6,467718.73092350666,1,100,5070,building_footprint_area,37,NC
403,G37001208,Wake County (Southwest)--Apex & Holly Springs Towns PUMA,155858.93927111663,0.07355400506870899,0.07355400506870899,2118972.8434981094,11757,100,5070,building_footprint_area,37,NC
405,G37001000,Wilson & Greene Counties--Wilson City PUMA,20450.48248393275,0.0437238903038017,0.0437238903038017,467718.73092350666,6524,100,5070,building_footprint_area,37,NC
404,G37003600,Randolph County PUMA,143633.08084662654,0.09054790643081685,0.09054790643081685,1586266.1712269343,38052,100,5070,building_footprint_area,37,NC
394,G37001900,"Davie, Yadkin & Iredell (North) Counties PUMA",24974.788616184145,0.008933464172154628,0.008933464172154628,2795644.347467123,9934,100,5070,building_footprint_area,37,NC
403,G37001205,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA,132130.83587935567,0.0623560779859865,0.0623560779859865,2118972.8434981094,16208,100,5070,building_footprint_area,37,NC
403,G37001000,Wilson & Greene Counties--Wilson City PUMA,1.499475359916687,7.076425564007116e-7,7.076425564007116e-7,2118972.8434981094,1,100,5070,building_footprint_area,37,NC
394,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",2.315390110015869,8.282133999318016e-7,8.282133999318016e-7,2795644.347467123,1,100,5070,building_footprint_area,37,NC
392,G37002000,Caldwell & Alexander Counties PUMA,116895.32923960732,0.28595229242493975,0.28595229242493975,408793.1180698313,35373,100,5070,building_footprint_area,37,NC
395,G37002000,Caldwell & Alexander Counties PUMA,3.3787403106689453,2.9145321967404045e-5,2.9145321967404045e-5,115927.36269812728,1,100,5070,building_footprint_area,37,NC
405,G37004000,Wayne County PUMA,115939.99087264296,0.24788400208758035,0.24788400208758035,467718.73092350666,24986,100,5070,building_footprint_area,37,NC
392,G37000200,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA",7.363056182861328,1.801169309705343e-5,1.801169309705343e-5,408793.1180698313,2,100,5070,building_footprint_area,37,NC
400,G37000100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",33182.49518223805,0.07042171318310032,0.07042171318310032,471196.93177531403,15771,100,5070,building_footprint_area,37,NC
403,G37004000,Wayne County PUMA,1.1919231414794922,5.625004327624153e-7,5.625004327624153e-7,2118972.8434981094,1,100,5070,building_footprint_area,37,NC
392,G37000100,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA",14.725873589515686,3.602280209374799e-5,3.602280209374799e-5,408793.1180698313,4,100,5070,building_footprint_area,37,NC
402,G37004400,"Carteret, Beaufort & Pamlico Counties PUMA",78382.73630105541,0.20495920049852398,0.20495920049852398,382430.92337599106,19360,100,5070,building_footprint_area,37,NC
394,G37002000,Caldwell & Alexander Counties PUMA,1.3253175020217896,4.740651303598536e-7,4.740651303598536e-7,2795644.347467123,1,100,5070,building_footprint_area,37,NC
402,G37004300,Craven County PUMA,98889.43927099055,0.2585811795710002,0.2585811795710002,382430.92337599106,17986,100,5070,building_footprint_area,37,NC
405,G37004100,"Lenoir, Onslow (North) & Jones Counties PUMA",54886.93531279266,0.1173503041120865,0.1173503041120865,467718.73092350666,13860,100,5070,building_footprint_area,37,NC
394,G37002900,Iredell (South)--Mooresville Town & Statesville City PUMA,161416.8498762031,0.05773869269975207,0.05773869269975207,2795644.347467123,26513,100,5070,building_footprint_area,37,NC
405,G37004300,Craven County PUMA,8,1.710429681574665e-5,1.710429681574665e-5,467718.73092350666,1,100,5070,building_footprint_area,37,NC
394,G37003400,Rowan County PUMA,146464.15440649702,0.05239012413692563,0.05239012413692563,2795644.347467123,33278,100,5070,building_footprint_area,37,NC
392,G37002100,Burke & McDowell Counties PUMA,131913.28224783135,0.3226895865338357,0.3226895865338357,408793.1180698313,37662,100,5070,building_footprint_area,37,NC
398,G37001500,Chatham & Lee Counties PUMA,63070.43234952912,0.06796859096182178,0.06796859096182178,927934.9690352713,12722,100,5070,building_footprint_area,37,NC
404,G37001500,Chatham & Lee Counties PUMA,0.33165091276168823,2.0907645814899096e-7,2.0907645814899096e-7,1586266.1712269343,1,100,5070,building_footprint_area,37,NC
398,G37003800,Harnett County PUMA,132775.09765554965,0.14308664085974626,0.14308664085974626,927934.9690352713,26845,100,5070,building_footprint_area,37,NC
403,G37003800,Harnett County PUMA,18.886732280254364,8.913154473973896e-6,8.913154473973896e-6,2118972.8434981094,6,100,5070,building_footprint_area,37,NC
398,G37001205,Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA,87.73402506113052,9.454760084356268e-5,9.454760084356268e-5,927934.9690352713,16,100,5070,building_footprint_area,37,NC
400,G37002300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",20976.7184774701,0.04451794369381136,0.04451794369381136,471196.93177531403,10671,100,5070,building_footprint_area,37,NC
398,G37001100,Johnston County PUMA,0.5513466000556946,5.94165128434488e-7,5.94165128434488e-7,927934.9690352713,1,100,5070,building_footprint_area,37,NC
392,G37002800,Catawba County--Hickory City PUMA,159489.11411828757,0.3901462795443713,0.3901462795443713,408793.1180698313,32862,100,5070,building_footprint_area,37,NC
489,G37002300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",9.428444057703018,1.6169061378622996e-5,1.6169061378622996e-5,583116.3502272493,4,100,5070,building_footprint_area,37,NC
400,G37002100,Burke & McDowell Counties PUMA,6.659934163093567,1.41340779491096e-5,1.41340779491096e-5,471196.93177531403,5,100,5070,building_footprint_area,37,NC
402,G37004100,"Lenoir, Onslow (North) & Jones Counties PUMA",55397.145526363514,0.14485529840875136,0.14485529840875136,382430.92337599106,14733,100,5070,building_footprint_area,37,NC
398,G37003700,Moore & Montgomery Counties PUMA,124743.34085644875,0.13443112396781243,0.13443112396781243,927934.9690352713,34591,100,5070,building_footprint_area,37,NC
400,G47001400,"Hamblen, Cocke & Grainger Counties PUMA",0.611548900604248,1.2978626543685976e-6,1.2978626543685976e-6,471196.93177531403,1,100,5070,building_footprint_area,47,TN
404,G37003700,Moore & Montgomery Counties PUMA,2.0759410858154297,1.3086965627021756e-6,1.3086965627021756e-6,1586266.1712269343,1,100,5070,building_footprint_area,37,NC
405,G37001100,Johnston County PUMA,72.18838715553284,1.5434145006978334e-4,1.5434145006978334e-4,467718.73092350666,26,100,5070,building_footprint_area,37,NC
405,G37003900,Sampson & Duplin Counties PUMA,107262.73712955043,0.22933171164165495,0.22933171164165495,467718.73092350666,44859,100,5070,building_footprint_area,37,NC
400,G37002202,Buncombe County (Northwest) PUMA,133185.9721974982,0.28265458286346973,0.28265458286346973,471196.93177531403,28467,100,5070,building_footprint_area,37,NC
398,G37003500,Davidson County PUMA,0.7664742469787598,8.259999596476309e-7,8.259999596476309e-7,927934.9690352713,1,100,5070,building_footprint_area,37,NC
394,G37003300,Stanley & Cabarrus (East) Counties PUMA,120033.53938375757,0.04293591189183594,0.04293591189183594,2795644.347467123,32395,100,5070,building_footprint_area,37,NC
398,G37005002,Cumberland County (East)--Hope Mills & Spring Lake Towns PUMA,114794.43583045574,0.12370956980940367,0.12370956980940367,927934.9690352713,19043,100,5070,building_footprint_area,37,NC
394,G37003200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA",167819.83627848746,0.060029036393893814,0.060029036393893814,2795644.347467123,15600,100,5070,building_footprint_area,37,NC
392,G37002700,Lincoln & Cleveland (East) Counties PUMA,467.6053786613047,0.001143868030042098,0.001143868030042098,408793.1180698313,102,100,5070,building_footprint_area,37,NC
394,G37002700,Lincoln & Cleveland (East) Counties PUMA,135010.1101969364,0.04829302064808662,0.04829302064808662,2795644.347467123,36752,100,5070,building_footprint_area,37,NC
394,G37003106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA",175960.09647692228,0.06294080169258424,0.06294080169258424,2795644.347467123,14094,100,5070,building_footprint_area,37,NC
394,G37002800,Catawba County--Hickory City PUMA,5.994280815124512,2.144149995529789e-6,2.144149995529789e-6,2795644.347467123,1,100,5070,building_footprint_area,37,NC
123,G37002300,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA",89727.78372196713,0.4994607116506203,0.4994607116506203,179649.33302848646,29613,100,5070,building_footprint_area,37,NC
407,G37002600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",83073.2501387063,0.16865578911021686,0.16865578911021686,492560.91698351235,33374,100,5070,building_footprint_area,37,NC
400,G37002201,Buncombe County (Southeast)--Asheville City PUMA,135518.0750073325,0.2876038994921831,0.2876038994921831,471196.93177531403,16487,100,5070,building_footprint_area,37,NC
392,G37002202,Buncombe County (Northwest) PUMA,0.6981555819511414,1.7078457319623475e-6,1.7078457319623475e-6,408793.1180698313,1,100,5070,building_footprint_area,37,NC
398,G37005001,Cumberland County (Central)--Fayetteville City (Central & East) PUMA,108611.75451824721,0.11704673079748848,0.11704673079748848,927934.9690352713,9085,100,5070,building_footprint_area,37,NC
398,G37005200,"Hoke, Richmond & Scotland Counties PUMA",128662.43594357418,0.13865458274229953,0.13865458274229953,927934.9690352713,29476,100,5070,building_footprint_area,37,NC
398,G37005003,Cumberland County (West)--Fayetteville City (West) PUMA,109665.50689296797,0.11818231940001339,0.11818231940001339,927934.9690352713,9235,100,5070,building_footprint_area,37,NC
394,G37003107,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA,134830.97205320932,0.048228943061146994,0.048228943061146994,2795644.347467123,11258,100,5070,building_footprint_area,37,NC
392,G37002600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",5.000000089406967,1.2231125888359138e-5,1.2231125888359138e-5,408793.1180698313,3,100,5070,building_footprint_area,37,NC
394,G37003001,Gaston County (Northwest)--Mount Holly City PUMA,106882.92709774524,0.0382319472055099,0.0382319472055099,2795644.347467123,21338,100,5070,building_footprint_area,37,NC
394,G37003103,Charlotte City (Northeast) PUMA,123634.57411142281,0.044223999459529525,0.044223999459529525,2795644.347467123,6293,100,5070,building_footprint_area,37,NC
407,G37002700,Lincoln & Cleveland (East) Counties PUMA,4.761733412742615,9.6672984976232e-6,9.6672984976232e-6,492560.91698351235,2,100,5070,building_footprint_area,37,NC
402,G37004500,Onslow County (South)--Jacksonville City PUMA,148618.03157678712,0.38861405417958766,0.38861405417958766,382430.92337599106,15741,100,5070,building_footprint_area,37,NC
394,G37003102,Charlotte City (Northwest) PUMA,129949.12274825573,0.04648270902770258,0.04648270902770258,2795644.347467123,8684,100,5070,building_footprint_area,37,NC
400,G37002500,Henderson & Transylvania Counties PUMA,148317.8203416462,0.3147682218193437,0.3147682218193437,471196.93177531403,35539,100,5070,building_footprint_area,37,NC
407,G37002201,Buncombe County (Southeast)--Asheville City PUMA,3.9999998807907104,8.120822710187953e-6,8.120822710187953e-6,492560.91698351235,2,100,5070,building_footprint_area,37,NC
394,G37002600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",50961.54910067492,0.01822890996376077,0.01822890996376077,2795644.347467123,12266,100,5070,building_footprint_area,37,NC
394,G37003002,Gaston County (Southeast)--Gastonia & Belmont Cities PUMA,117074.96662716614,0.04187763251546536,0.04187763251546536,2795644.347467123,11532,100,5070,building_footprint_area,37,NC
394,G37005300,Union (East) & Anson Counties--Monroe City PUMA,115348.07560769538,0.041259924822769994,0.041259924822769994,2795644.347467123,34534,100,5070,building_footprint_area,37,NC
394,G37003108,Mecklenburg County (South)--Matthews Town (South) PUMA,143362.12671768013,0.05128053103305769,0.05128053103305769,2795644.347467123,9180,100,5070,building_footprint_area,37,NC
394,G37003101,Charlotte City (Central) PUMA,127794.08574740775,0.04571185382117373,0.04571185382117373,2795644.347467123,5346,100,5070,building_footprint_area,37,NC
402,G37003900,Sampson & Duplin Counties PUMA,38.711398124694824,1.0122454999967484e-4,1.0122454999967484e-4,382430.92337599106,8,100,5070,building_footprint_area,37,NC
394,G37005400,Union County (West)--Indian Trail & Stallings Towns PUMA,138419.18242479162,0.04951244336576666,0.04951244336576666,2795644.347467123,15017,100,5070,building_footprint_area,37,NC
394,G37003105,Charlotte City (Southwest) PUMA,120262.8013288551,0.04301791872697047,0.04301791872697047,2795644.347467123,6190,100,5070,building_footprint_area,37,NC
407,G37002500,Henderson & Transylvania Counties PUMA,1.4175649881362915,2.8779485729756795e-6,2.8779485729756795e-6,492560.91698351235,1,100,5070,building_footprint_area,37,NC
394,G37003104,Charlotte City (South) PUMA,157483.4843628928,0.05633173064577193,0.05633173064577193,2795644.347467123,11518,100,5070,building_footprint_area,37,NC
398,G37005100,Robeson County (West)--Lumberton City PUMA,104606.10678471392,0.11272999754871592,0.11272999754871592,927934.9690352713,26974,100,5070,building_footprint_area,37,NC
398,G37004900,"Columbus, Bladen & Robeson (East) Counties PUMA",40916.07860089955,0.04409369187092712,0.04409369187092712,927934.9690352713,17856,100,5070,building_footprint_area,37,NC
399,G37004600,Pender & New Hanover (North) Counties PUMA,115167.36036052508,0.25157686975455545,0.25157686975455545,457781.9911380771,22382,100,5070,building_footprint_area,37,NC
399,G37004100,"Lenoir, Onslow (North) & Jones Counties PUMA",9,1.9660013225127944e-5,1.9660013225127944e-5,457781.9911380771,1,100,5070,building_footprint_area,37,NC
394,G45000501,York County (West & Outside Rock Hill City) PUMA,134787.80294356402,0.04821350150124886,0.04821350150124886,2795644.347467123,25048,100,5070,building_footprint_area,45,SC
394,G45000400,"Cherokee, Newberry, Chester & Union Counties PUMA",32220.357597032154,0.011525199056963045,0.011525199056963045,2795644.347467123,10959,100,5070,building_footprint_area,45,SC
407,G45000400,"Cherokee, Newberry, Chester & Union Counties PUMA",82922.75152526633,0.1683502459616422,0.1683502459616422,492560.91698351235,25052,100,5070,building_footprint_area,45,SC
400,G37002600,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA",6.5506815910339355,1.3902216142098243e-5,1.3902216142098243e-5,471196.93177531403,2,100,5070,building_footprint_area,37,NC
394,G45000700,"Lancaster, Chesterfield & Marlboro Counties PUMA",90588.25498316903,0.03240335454874392,0.03240335454874392,2795644.347467123,19076,100,5070,building_footprint_area,45,SC
407,G45000302,Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA,200723.03994562803,0.4075090674568216,0.4075090674568216,492560.91698351235,43433,100,5070,building_footprint_area,45,SC
407,G45000102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA,88.28676623106003,1.79240299396339e-4,1.79240299396339e-4,492560.91698351235,14,100,5070,building_footprint_area,45,SC
470,G45000102,Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA,116406.66472961404,0.10522910729554244,0.10522910729554244,1106221.1561168027,21027,100,5070,building_footprint_area,45,SC
470,G37002500,Henderson & Transylvania Counties PUMA,8.651056408882141,7.82036789031424e-6,7.82036789031424e-6,1106221.1561168027,6,100,5070,building_footprint_area,37,NC
474,G45000700,"Lancaster, Chesterfield & Marlboro Counties PUMA",69558.04741359851,0.09192869526617406,0.09192869526617406,756652.1771270367,23139,100,5070,building_footprint_area,45,SC
399,G37004500,Onslow County (South)--Jacksonville City PUMA,0.335967481136322,7.339027913725572e-7,7.339027913725572e-7,457781.9911380771,1,100,5070,building_footprint_area,37,NC
123,G37002500,Henderson & Transylvania Counties PUMA,0.3762665390968323,2.0944499640150003e-6,2.0944499640150003e-6,179649.33302848646,1,100,5070,building_footprint_area,37,NC
400,G45000101,Pickens & Oconee Counties--Easley & Clemson Cities PUMA,2.028404474258423,4.3047913461916366e-6,4.3047913461916366e-6,471196.93177531403,1,100,5070,building_footprint_area,45,SC
474,G37005200,"Hoke, Richmond & Scotland Counties PUMA",1.4453418552875519,1.910179999448926e-6,1.910179999448926e-6,756652.1771270367,2,100,5070,building_footprint_area,37,NC
399,G37004900,"Columbus, Bladen & Robeson (East) Counties PUMA",50383.8325045323,0.11006075704130402,0.11006075704130402,457781.9911380771,20662,100,5070,building_footprint_area,37,NC
399,G37004800,Brunswick County PUMA,130037.5437259893,0.28405998104623364,0.28405998104623364,457781.9911380771,26701,100,5070,building_footprint_area,37,NC
474,G45001000,"Georgetown, Marion & Dillon Counties PUMA",120123.13935731264,0.1587560876563034,0.1587560876563034,756652.1771270367,30969,100,5070,building_footprint_area,45,SC
399,G37004700,New Hanover County (South)--Wilmington City PUMA,161561.04625427793,0.352921367336068,0.352921367336068,457781.9911380771,12785,100,5070,building_footprint_area,37,NC
474,G45001101,Horry County (West & North)--Conway City & Red Hill PUMA,159988.04513219278,0.21144199404759248,0.21144199404759248,756652.1771270367,30632,100,5070,building_footprint_area,45,SC
474,G37004900,"Columbus, Bladen & Robeson (East) Counties PUMA",17.695584654808044,2.3386683062219057e-5,2.3386683062219057e-5,756652.1771270367,4,100,5070,building_footprint_area,37,NC
474,G45001102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA",177356.05572109297,0.2343957515519262,0.2343957515519262,756652.1771270367,15370,100,5070,building_footprint_area,45,SC
474,G37004800,Brunswick County PUMA,15.585376262664795,2.0597807993947153e-5,2.0597807993947153e-5,756652.1771270367,3,100,5070,building_footprint_area,37,NC
411,G38000100,West North Dakota--Minot City PUMA,81743.27108227114,0.9283248025545228,0.9283248025545228,88054.6020717465,19279,100,5070,building_footprint_area,38,ND
411,G38000200,East Central North Dakota--Jamestown City PUMA,6311.330989475362,0.07167519744547726,0.07167519744547726,88054.6020717465,3926,100,5070,building_footprint_area,38,ND
416,G38000200,East Central North Dakota--Jamestown City PUMA,16109.51791076042,0.8820651989496723,0.8820651989496723,18263.409473520762,6983,100,5070,building_footprint_area,38,ND
416,G38000400,Northeast North Dakota--Grand Forks City PUMA,2153.891562760342,0.11793480105032773,0.11793480105032773,18263.409473520762,1341,100,5070,building_footprint_area,38,ND
290,G38000400,Northeast North Dakota--Grand Forks City PUMA,21036.94432512275,0.8342715250410275,0.8342715250410275,25215.944322309457,9980,100,5070,building_footprint_area,38,ND
410,G38000200,East Central North Dakota--Jamestown City PUMA,20238.600513150683,1,1,20238.600513150683,8391,100,5070,building_footprint_area,38,ND
294,G38000400,Northeast North Dakota--Grand Forks City PUMA,80174.94783022162,0.5823169785016304,0.5823169785016304,137682.65530660143,11763,100,5070,building_footprint_area,38,ND
412,G38000100,West North Dakota--Minot City PUMA,22084.067146257687,0.14527462369958855,0.14527462369958855,152015.9996554184,12611,100,5070,building_footprint_area,38,ND
344,G38000100,West North Dakota--Minot City PUMA,38678.13797917694,0.9763474255285541,0.9763474255285541,39615.13798045629,13318,100,5070,building_footprint_area,38,ND
414,G38000200,East Central North Dakota--Jamestown City PUMA,10949.377349330869,1,1,10949.377349330869,6451,100,5070,building_footprint_area,38,ND
409,G38000400,Northeast North Dakota--Grand Forks City PUMA,2278.999999036547,0.17448639604455757,0.17448639604455757,13061.190159802325,1482,100,5070,building_footprint_area,38,ND
412,G38000300,South Central North Dakota--Bismarck City PUMA,129931.93250916072,0.8547253763004116,0.8547253763004116,152015.9996554184,21204,100,5070,building_footprint_area,38,ND
