PUMA2020,state_fips,CZ90,afactor,PUMA20_GISJOIN,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state,PUMA200_GEOID
00500,31,27901,0.3516157385732438,G31000500,"Hastings city, NE",40395.26614542605,0.3516157385732438,114884.69290179816,9518,100,5070,building_footprint_area,South Central Nebraska PUMA,NE,3100500
00300,31,27901,6.391797317554195e-5,G31000300,"Hastings city, NE",6.9666783809661865,6.391797317554195e-5,108994.04400438606,3,100,5070,building_footprint_area,Central Nebraska PUMA,NE,3100300
00600,31,27901,3.375700920032668e-5,G31000600,"Hastings city, NE",4.632306978106499,3.375700920032668e-5,137225.04119416093,7,100,5070,building_footprint_area,Southeast Nebraska PUMA,NE,3100600
00400,31,28606,0.01620512539577686,G31000400,"St. Francis city, KS",1654.0522730455268,0.01620512539577686,102069.69910128438,1497,100,5070,building_footprint_area,Southwest Nebraska PUMA,NE,3100400
00400,31,28601,3.574118999504462e-5,G31000400,"Oberlin city, KS",3.64809250831604,3.574118999504462e-5,102069.69910128438,1,100,5070,building_footprint_area,Southwest Nebraska PUMA,NE,3100400
00600,31,29202,3.168353791955634e-6,G31000600,"Marysville city, KS",0.43477747961878777,3.168353791955634e-6,137225.04119416093,2,100,5070,building_footprint_area,Southeast Nebraska PUMA,NE,3100600
00200,20,28102,7.50514282679374e-7,G20000200,"Nebraska City city, NE",0.1077568456530571,7.50514282679374e-7,143577.34175072552,1,100,5070,building_footprint_area,North Central Kansas--Salina City PUMA,KS,2000200
00100,33,20301,0.185263699841317,G33000100,"Berlin city, NH",30342.60625944659,0.185263699841317,163780.63422805327,10264,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",NH,3300100
00100,33,20302,0.8143575544624022,G33000100,"Claremont city, NH",133375.99675825867,0.8143575544624022,163780.63422805327,38379,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",NH,3300100
00201,33,20302,1.1608745831306438e-5,G33000201,"Claremont city, NH",1.5627803802490234,1.1608745831306438e-5,134620.948977496,2,100,5070,building_footprint_area,"Central Region--Byram, Terry, Utica & Vicksburg City PUMA",NH,3300201
00100,33,20600,3.0111226925342156e-4,G33000100,"Manchester city, NH",49.31635843217373,3.0111226925342156e-4,163780.63422805327,20,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",NH,3300100
00401,33,20600,1,G33000401,"Manchester city, NH",117570.82158838678,1,117570.82158838678,23973,100,5070,building_footprint_area,"Central New Hampshire--Merrimack County (Central), Concord City PUMA",NH,3300401
00701,33,20600,1,G33000701,"Manchester city, NH",167968.78361221403,1,167968.78361221403,30127,100,5070,building_footprint_area,Outer Manchester City PUMA,NH,3300701
00501,33,20600,0.29970312470906085,G33000501,"Manchester city, NH",32560.905304336455,0.29970312470906085,108643.86327618442,9514,100,5070,building_footprint_area,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties PUMA,NH,3300501
00601,33,20600,1,G33000601,"Manchester city, NH",114971.54957542196,1,114971.54957542196,4869,100,5070,building_footprint_area,Manchester City PUMA,NH,3300601
00100,33,20700,7.763342702734792e-5,G33000100,"Keene city, NH",12.714851915836334,7.763342702734792e-5,163780.63422805327,5,100,5070,building_footprint_area,"Grafton, Sullivan, Coos Counties PUMA",NH,3300100
00501,33,20302,1.434137946684225e-4,G33000501,"Claremont city, NH",15.581028699874878,1.434137946684225e-4,108643.86327618442,4,100,5070,building_footprint_area,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties PUMA,NH,3300501
02902,36,19300,1,G36002902,"Poughkeepsie city, NY",128337.51449230593,1,128337.51449230593,19083,100,5070,building_footprint_area,Orange County (Northwest) PUMA,NY,3602902
01600,34,19600,0.9996037857421982,G34001600,"Newark city, NJ",144007.14527458698,0.9996037857421982,144064.22557479888,25454,100,5070,building_footprint_area,Sussex County PUMA,NJ,3401600
01600,34,19300,3.9621425780177503e-4,G34001600,"Poughkeepsie city, NY",57.08030021190643,3.9621425780177503e-4,144064.22557479888,14,100,5070,building_footprint_area,Sussex County PUMA,NJ,3401600
02903,36,19300,0.9996783575825644,G36002903,"Poughkeepsie city, NY",146247.17160356976,0.9996783575825644,146294.22603208758,15032,100,5070,building_footprint_area,Orange County (Southeast) PUMA,NY,3602903
00504,34,19600,1,G34000504,"Newark city, NJ",106871.53693880094,1,106871.53693880094,9269,100,5070,building_footprint_area,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes PUMA",NJ,3400504
02903,36,19600,3.21642417435516e-4,G36002903,"Newark city, NJ",47.05442851781845,3.21642417435516e-4,146294.22603208758,7,100,5070,building_footprint_area,Orange County (Southeast) PUMA,NY,3602903
00306,34,19600,1,G34000306,"Newark city, NJ",104367.51571220112,1,104367.51571220112,9213,100,5070,building_footprint_area,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes PUMA",NJ,3400306
03003,36,19600,0.9999484842517404,G36003003,"Newark city, NJ",122395.14955526964,0.9999484842517404,122401.45515782014,4658,100,5070,building_footprint_area,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",NY,3603003
03002,36,19600,1,G36003002,"Newark city, NJ",108748.09471882692,1,108748.09471882692,8159,100,5070,building_footprint_area,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",NY,3603002
00308,34,19600,1,G34000308,"Newark city, NJ",106549.94622725062,1,106549.94622725062,7767,100,5070,building_footprint_area,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood PUMA",NJ,3400308
00305,34,19600,1,G34000305,"Newark city, NJ",126301.6137600392,1,126301.6137600392,8362,100,5070,building_footprint_area,"Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill PUMA",NJ,3400305
01501,34,19600,1,G34001501,"Newark city, NJ",132847.39283966087,1,132847.39283966087,11038,100,5070,building_footprint_area,Morris County (North)--Dover Town & Kinnelon Borough PUMA,NJ,3401501
00307,34,19600,1,G34000307,"Newark city, NJ",116983.1839717403,1,116983.1839717403,4317,100,5070,building_footprint_area,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford PUMA",NJ,3400307
00502,34,19600,1,G34000502,"Newark city, NJ",113399.02292903466,1,113399.02292903466,5227,100,5070,building_footprint_area,Passaic County (Central)--Hawthorne PUMA,NJ,3400502
00304,34,19600,1,G34000304,"Newark city, NJ",129446.05813790858,1,129446.05813790858,3263,100,5070,building_footprint_area,"Bergen County (West Central)--Fair Lawn, Garfield & Lodi PUMA",NJ,3400304
00503,34,19600,1,G34000503,"Newark city, NJ",158898.36577432975,1,158898.36577432975,1803,100,5070,building_footprint_area,Passaic County--Paterson PUMA,NJ,3400503
00301,34,19600,1,G34000301,"Newark city, NJ",109281.18088729309,1,109281.18088729309,2496,100,5070,building_footprint_area,Bergen County (South Central)--Hackensack & Teaneck PUMA,NJ,3400301
01700,34,19600,0.9998731762994354,G34001700,"Newark city, NJ",109259.33437099122,0.9998731762994354,109273.19280167484,18540,100,5070,building_footprint_area,Warren County PUMA,NJ,3401700
01503,34,19600,1,G34001503,"Newark city, NJ",117871.89869442304,1,117871.89869442304,9017,100,5070,building_footprint_area,Morris County (East)--Lincoln Park Borough PUMA,NJ,3401503
00303,34,19600,1,G34000303,"Newark city, NJ",135661.33271466452,1,135661.33271466452,1975,100,5070,building_footprint_area,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park PUMA",NJ,3400303
00501,34,19600,1,G34000501,"Newark city, NJ",142755.71009467542,1,142755.71009467542,2284,100,5070,building_footprint_area,Passaic County (South)--Passaic & Clifton (SE) PUMA,NJ,3400501
00302,34,19600,1,G34000302,"Newark city, NJ",124331.20661900355,1,124331.20661900355,3160,100,5070,building_footprint_area,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights PUMA",NJ,3400302
01403,34,19600,1,G34001403,"Newark city, NJ",112899.15577273724,1,112899.15577273724,6015,100,5070,building_footprint_area,Essex County (Northwest)--Montclair PUMA,NJ,3401403
01502,34,19600,1,G34001502,"Newark city, NJ",131063.20772163196,1,131063.20772163196,16945,100,5070,building_footprint_area,Morris County (West) PUMA,NJ,3401502
01401,34,19600,1,G34001401,"Newark city, NJ",121268.37484108657,1,121268.37484108657,2663,100,5070,building_footprint_area,Essex County (Northeast)--Bloomfield PUMA,NJ,3401401
00604,34,19600,1,G34000604,"Newark city, NJ",150212.63037286326,1,150212.63037286326,1336,100,5070,building_footprint_area,"Hudson County (North)--West New York, Secaucus & North Bergen PUMA",NJ,3400604
01404,34,19600,1,G34001404,"Newark city, NJ",108093.6578091355,1,108093.6578091355,5973,100,5070,building_footprint_area,Essex County (Southwest)--West Orange & Livingston PUMA,NJ,3401404
00603,34,19600,1,G34000603,"Newark city, NJ",145039.2032532394,1,145039.2032532394,708,100,5070,building_footprint_area,Hudson County (Northeast)--Union City & Hoboken PUMA,NJ,3400603
01504,34,19600,1,G34001504,"Newark city, NJ",125876.60587854496,1,125876.60587854496,10387,100,5070,building_footprint_area,"Morris County (South)--Morristown, Madison & Florham Park PUMA",NJ,3401504
00605,34,19600,1,G34000605,"Newark city, NJ",134141.97532613808,1,134141.97532613808,1523,100,5070,building_footprint_area,"Hudson County (South & West)--Bayonne, Kearney & Harrison PUMA",NJ,3400605
01406,34,19600,1,G34001406,"Newark city, NJ",155105.54510310644,1,155105.54510310644,1586,100,5070,building_footprint_area,Essex County (Southeast)--Newark (North & East) PUMA,NJ,3401406
01405,34,19600,1,G34001405,"Newark city, NJ",104147.51039865612,1,104147.51039865612,1446,100,5070,building_footprint_area,Essex County (Central)--Orange & East Orange PUMA,NJ,3401405
00601,34,19600,1,G34000601,"Newark city, NJ",161066.9624111913,1,161066.9624111913,960,100,5070,building_footprint_area,Hudson County (Central)--Jersey City (North) PUMA,NJ,3400601
01407,34,19600,1,G34001407,"Newark city, NJ",154671.2488284558,1,154671.2488284558,1667,100,5070,building_footprint_area,Essex County (Southeast)--Newark (West & Southwest) PUMA,NJ,3401407
00602,34,19600,1,G34000602,"Newark city, NJ",126093.25563549995,1,126093.25563549995,1029,100,5070,building_footprint_area,Hudson County (Central)--Jersey City (South) PUMA,NJ,3400602
01402,34,19600,1,G34001402,"Newark city, NJ",105321.69435174018,1,105321.69435174018,2112,100,5070,building_footprint_area,Essex County (South Central)--Irvington PUMA,NJ,3401402
01902,34,19600,1,G34001902,"Newark city, NJ",101732.93782731146,1,101732.93782731146,5652,100,5070,building_footprint_area,Union County (Northwest)--Summit & Cranford PUMA,NJ,3401902
01901,34,19600,1,G34001901,"Newark city, NJ",104894.93350135814,1,104894.93350135814,2973,100,5070,building_footprint_area,Union County (North Central)--Union Twp & Roselle Park PUMA,NJ,3401901
01001,34,19600,1,G34001001,"Newark city, NJ",110960.0276297992,1,110960.0276297992,15416,100,5070,building_footprint_area,Somerset County (North & West) PUMA,NJ,3401001
01905,34,19600,1,G34001905,"Newark city, NJ",136783.10078332992,1,136783.10078332992,1564,100,5070,building_footprint_area,Union County (Northeast)--Elizabeth PUMA,NJ,3401905
00800,34,19600,1,G34000800,"Newark city, NJ",128419.11185679304,1,128419.11185679304,31388,100,5070,building_footprint_area,Hunterdon County PUMA,NJ,3400800
01903,34,19600,1,G34001903,"Newark city, NJ",118178.77898526378,1,118178.77898526378,4956,100,5070,building_footprint_area,Union County (Southwest)--Plainfield & Westfield PUMA,NJ,3401903
01904,34,19600,1,G34001904,"Newark city, NJ",112907.20140061434,1,112907.20140061434,3307,100,5070,building_footprint_area,"Union County (Southeast)--Linden, Rahway & Roselle PUMA",NJ,3401904
01003,34,19600,1,G34001003,"Newark city, NJ",120099.03711506352,1,120099.03711506352,7284,100,5070,building_footprint_area,"Somerset County (Central)--Bridgewater, Somerville & North Plainfield PUMA",NJ,3401003
00905,34,19600,1,G34000905,"Newark city, NJ",114614.11778943054,1,114614.11778943054,3602,100,5070,building_footprint_area,Middlesex County (Northeast)--Carteret & North Woodbridge PUMA,NJ,3400905
01700,34,19000,1.26823700564558e-4,G34001700,"Allentown city, PA",13.858430683612823,1.26823700564558e-4,109273.19280167484,5,100,5070,building_footprint_area,Warren County PUMA,NJ,3401700
00903,34,19600,1,G34000903,"Newark city, NJ",118713.44965118251,1,118713.44965118251,5744,100,5070,building_footprint_area,Middlesex County (Northwest)--North Piscataway & South Plainfield PUMA,NJ,3400903
00904,34,19600,1,G34000904,"Newark city, NJ",115141.75210508076,1,115141.75210508076,4228,100,5070,building_footprint_area,Middlesex County (North Central)--Metuchen & South Edison PUMA,NJ,3400904
00907,34,19600,1,G34000907,"Newark city, NJ",109836.40398086049,1,109836.40398086049,2868,100,5070,building_footprint_area,Middlesex County (East Central)--Perth Amboy & Sayreville PUMA,NJ,3400907
01104,34,19500,0.9938079065516074,G34001104,"Brick Township CDP, NJ",105385.5400801422,0.9938079065516074,106042.16306329984,7467,100,5070,building_footprint_area,"Monmouth County (Northeast)--Red Bank, Northeast Middletown PUMA",NJ,3401104
01002,34,19600,1,G34001002,"Newark city, NJ",112562.26202205662,1,112562.26202205662,10321,100,5070,building_footprint_area,Somerset County (South) PUMA,NJ,3401002
00906,34,19600,1,G34000906,"Newark city, NJ",153575.27679046802,1,153575.27679046802,5101,100,5070,building_footprint_area,Middlesex County (Central)--New Brunswick & Highland Park PUMA,NJ,3400906
01105,34,19500,0.99726119750652,G34001105,"Brick Township CDP, NJ",100209.98663776554,0.99726119750652,100485.19574242271,7978,100,5070,building_footprint_area,Monmouth County (Northwest)--Matawan & Aberdeen PUMA,NJ,3401105
00901,34,19600,0.99693851626522,G34000901,"Newark city, NJ",131447.23422021978,0.99693851626522,131850.8935863506,8875,100,5070,building_footprint_area,Middlesex County (Southeast) PUMA,NJ,3400901
00901,34,19500,0.00264950946412681,G34000901,"Brick Township CDP, NJ",349.340190410614,0.00264950946412681,131850.8935863506,24,100,5070,building_footprint_area,Middlesex County (Southeast) PUMA,NJ,3400901
01105,34,19600,0.00233458893792726,G34001105,"Newark city, NJ",234.5916264057159,0.00233458893792726,100485.19574242271,12,100,5070,building_footprint_area,Monmouth County (Northwest)--Matawan & Aberdeen PUMA,NJ,3401105
00902,34,19600,1,G34000902,"Newark city, NJ",117798.56166432129,1,117798.56166432129,7402,100,5070,building_footprint_area,Middlesex County (Southwest) PUMA,NJ,3400902
01106,34,19500,1,G34001106,"Brick Township CDP, NJ",106361.2946142219,1,106361.2946142219,12605,100,5070,building_footprint_area,Monmouth County (Central) PUMA,NJ,3401106
01103,34,19500,0.999950318601977,G34001103,"Brick Township CDP, NJ",113870.56586721168,0.999950318601977,113876.2233971916,6831,100,5070,building_footprint_area,"Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown PUMA",NJ,3401103
02302,34,19600,1,G34002302,"Newark city, NJ",114788.3110368438,1,114788.3110368438,11585,100,5070,building_footprint_area,Mercer County (North)--Princeton Borough PUMA,NJ,3402302
01102,34,19500,0.9990791454049196,G34001102,"Brick Township CDP, NJ",111121.94906922802,0.9990791454049196,111224.37054192647,13818,100,5070,building_footprint_area,"Monmouth County (Southwest)--Freehold, Manalapan PUMA",NJ,3401102
01101,34,19500,1,G34001101,"Brick Township CDP, NJ",103393.46295388367,1,103393.46295388367,7457,100,5070,building_footprint_area,"Monmouth County (Southeast)--Wall, Tinton Falls (South) PUMA",NJ,3401101
01102,34,19600,9.208545950803284e-4,G34001102,"Newark city, NJ",102.42147269845007,9.208545950803284e-4,111224.37054192647,29,100,5070,building_footprint_area,"Monmouth County (Southwest)--Freehold, Manalapan PUMA",NJ,3401102
02303,34,19600,0.999816290553748,G34002303,"Newark city, NJ",143270.27655633993,0.999816290553748,143296.60149565048,8490,100,5070,building_footprint_area,Mercer County (Southwest) PUMA,NJ,3402303
02303,34,19500,1.837094462519388e-4,G34002303,"Brick Township CDP, NJ",26.32493931055069,1.837094462519388e-4,143296.60149565048,8,100,5070,building_footprint_area,Mercer County (Southwest) PUMA,NJ,3402303
02301,34,19600,1,G34002301,"Newark city, NJ",126721.50835418329,1,126721.50835418329,3847,100,5070,building_footprint_area,Mercer County (West Central)--Trenton City PUMA,NJ,3402301
01204,34,19500,1,G34001204,"Brick Township CDP, NJ",114153.5919634262,1,114153.5919634262,12059,100,5070,building_footprint_area,Ocean County (Northwest) PUMA,NJ,3401204
01205,34,19500,1,G34001205,"Brick Township CDP, NJ",101600.96870051324,1,101600.96870051324,6258,100,5070,building_footprint_area,Ocean County (Northeast)--Brick & Point Pleasant PUMA,NJ,3401205
01203,34,19500,1,G34001203,"Brick Township CDP, NJ",135009.39002592256,1,135009.39002592256,3587,100,5070,building_footprint_area,Ocean County (Lakewood) PUMA,NJ,3401203
02001,34,19700,0.9998760241780892,G34002001,"Philadelphia city, PA",163578.9696608684,0.9998760241780892,163599.25201260066,9446,100,5070,building_footprint_area,Burlington County (North)--Burlington City PUMA,NJ,3402001
02001,34,19600,1.2397582191079853e-4,G34002001,"Newark city, NJ",20.28235173225403,1.2397582191079853e-4,163599.25201260066,3,100,5070,building_footprint_area,Burlington County (North)--Burlington City PUMA,NJ,3402001
02003,34,19700,0.9995063455294492,G34002003,"Philadelphia city, PA",131587.11902872194,0.9995063455294492,131652.10968122352,17516,100,5070,building_footprint_area,Burlington County (South & East) PUMA,NJ,3402003
02003,34,19500,4.936544705508217e-4,G34002003,"Brick Township CDP, NJ",64.9906525015831,4.936544705508217e-4,131652.10968122352,21,100,5070,building_footprint_area,Burlington County (South & East) PUMA,NJ,3402003
01202,34,19500,0.999971134082504,G34001202,"Brick Township CDP, NJ",157902.88199008442,0.999971134082504,157907.4401332233,11444,100,5070,building_footprint_area,Ocean County (Central)--Toms River & Berkeley PUMA,NJ,3401202
01201,34,19500,0.9992138659355132,G34001201,"Brick Township CDP, NJ",123375.134062374,0.9992138659355132,123472.1997646261,11905,100,5070,building_footprint_area,Ocean County (South) PUMA,NJ,3401201
02002,34,19700,1,G34002002,"Philadelphia city, PA",161284.44334473647,1,161284.44334473647,12656,100,5070,building_footprint_area,Burlington County (West Central) PUMA,NJ,3402002
02101,34,19700,1,G34002101,"Philadelphia city, PA",126696.47435320076,1,126696.47435320076,3444,100,5070,building_footprint_area,Camden County (North)--Camden & Gloucester Cities PUMA,NJ,3402101
02104,34,19700,1,G34002104,"Philadelphia city, PA",120122.96967700867,1,120122.96967700867,7330,100,5070,building_footprint_area,Camden County (East Central)--Haddonfield Borough PUMA,NJ,3402104
02102,34,19700,1,G34002102,"Philadelphia city, PA",106365.3069147244,1,106365.3069147244,4506,100,5070,building_footprint_area,Camden County (Central)--Lindenwold & Collingswood Boroughs PUMA,NJ,3402102
02103,34,19700,1,G34002103,"Philadelphia city, PA",169367.83161258884,1,169367.83161258884,12752,100,5070,building_footprint_area,Camden County (South & West)--Bellmawr & Pine Hill Boroughs PUMA,NJ,3402103
02201,34,19700,1,G34002201,"Philadelphia city, PA",130771.55214203148,1,130771.55214203148,9103,100,5070,building_footprint_area,Gloucester County (Northeast)--Woodbury City PUMA,NJ,3402201
02202,34,19700,1,G34002202,"Philadelphia city, PA",167928.0029073183,1,167928.0029073183,20050,100,5070,building_footprint_area,Gloucester County (South & West)--Glassboro Borough PUMA,NJ,3402202
00102,34,19700,1,G34000102,"Philadelphia city, PA",117606.2997621894,1,117606.2997621894,16386,100,5070,building_footprint_area,Atlantic County (Outside Somers Point City)--West to Hammonton Town PUMA,NJ,3400102
02501,34,19700,0.99985564892724,G34002501,"Philadelphia city, PA",105442.26055521144,0.99985564892724,105457.48345607892,19367,100,5070,building_footprint_area,Salem & Cumberland (North) Counties--Bridgeton City PUMA,NJ,3402501
02501,34,19800,1.443510727600684e-4,G34002501,"Wilmington city, DE",15.222900867462158,1.443510727600684e-4,105457.48345607892,2,100,5070,building_footprint_area,Salem & Cumberland (North) Counties--Bridgeton City PUMA,NJ,3402501
00101,34,19700,0.9998869034322002,G34000101,"Philadelphia city, PA",144826.03785936907,0.9998869034322002,144842.4190398343,9594,100,5070,building_footprint_area,"Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast PUMA",NJ,3400101
02401,34,19700,0.9999908237939498,G34002401,"Philadelphia city, PA",112950.69772136609,0.9999908237939498,112951.73418975272,13629,100,5070,building_footprint_area,Cumberland County (South)--Vineland & Millville Cities PUMA,NJ,3402401
02601,34,19700,0.998097213436629,G34002601,"Philadelphia city, PA",104817.76889271848,0.998097213436629,105017.59496132845,14660,100,5070,building_footprint_area,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City PUMA,NJ,3402601
00100,35,35300,0.17520927612874743,G35000100,"Farmington city, NM",20872.47782441881,0.17520927612874743,119128.8400111948,5297,100,5070,building_footprint_area,Northwest New Mexico Navajo Nation PUMA,NM,3500100
00200,35,35300,0.9999197134998546,G35000200,"Farmington city, NM",99635.1527781291,0.9999197134998546,99643.1527781291,17000,100,5070,building_footprint_area,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities PUMA",NM,3500200
00300,35,34802,0.7507242666903627,G35000300,"Santa Fe city, NM",93341.53825564867,0.7507242666903627,124335.31510464352,26325,100,5070,building_footprint_area,North Central New Mexico PUMA,NM,3500300
00400,35,34801,0.07501015465925051,G35000400,"Las Vegas city, NM",12205.035193758084,0.07501015465925051,162711.7721487449,4987,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00400,35,34804,0.02352011754396346,G35000400,"Clayton town, NM",3827.00000672508,0.02352011754396346,162711.7721487449,1160,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00400,35,34802,2.290740863701768e-5,G35000400,"Santa Fe city, NM",3.727305054664612,2.290740863701768e-5,162711.7721487449,2,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00200,35,34802,8.02865001453059e-5,G35000200,"Santa Fe city, NM",8,8.02865001453059e-5,99643.1527781291,1,100,5070,building_footprint_area,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities PUMA",NM,3500200
00300,35,34801,0.2492640601773504,G35000300,"Las Vegas city, NM",30992.32546641369,0.2492640601773504,124335.31510464352,12251,100,5070,building_footprint_area,North Central New Mexico PUMA,NM,3500300
00600,35,34901,0.9999586419389048,G35000600,"Albuquerque city, NM",147056.51383487787,0.9999586419389048,147062.59605871048,17566,100,5070,building_footprint_area,Sandoval County New Mexico PUMA,NM,3500600
00400,35,34803,0.05665303551285849,G35000400,"Tucumcari city, NM",9218.115805902984,0.05665303551285849,162711.7721487449,4007,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00300,35,34901,1.137071459507402e-5,G35000300,"Albuquerque city, NM",1.4137813821434977,1.137071459507402e-5,124335.31510464352,2,100,5070,building_footprint_area,North Central New Mexico PUMA,NM,3500300
00500,35,34802,1,G35000500,"Santa Fe city, NM",143598.87088525156,1,143598.87088525156,23780,100,5070,building_footprint_area,Santa Fe County New Mexico PUMA,NM,3500500
00600,35,35500,4.135806109514834e-5,G35000600,"Gallup city, NM",6.082223832607269,4.135806109514834e-5,147062.59605871048,3,100,5070,building_footprint_area,Sandoval County New Mexico PUMA,NM,3500600
00300,35,34803,3.024176917831253e-7,G35000300,"Tucumcari city, NM",0.03760119900107384,3.024176917831253e-7,124335.31510464352,1,100,5070,building_footprint_area,North Central New Mexico PUMA,NM,3500300
00100,35,34901,0.22543103306311169,G35000100,"Albuquerque city, NM",26855.3374713338,0.22543103306311169,119128.8400111948,6288,100,5070,building_footprint_area,Northwest New Mexico Navajo Nation PUMA,NM,3500100
00701,35,34901,1,G35000701,"Albuquerque city, NM",129385.61053802166,1,129385.61053802166,5869,100,5070,building_footprint_area,Albuquerque NW PUMA,NM,3500701
00800,35,34802,0.0822826156751944,G35000800,"Santa Fe city, NM",10263.023123996332,0.0822826156751944,124728.936237382,4201,100,5070,building_footprint_area,"Valencia County, Torrance County & East Mountain PUMA",NM,3500800
00800,35,34901,0.917673303405318,G35000800,"Albuquerque city, NM",114460.41494718962,0.917673303405318,124728.936237382,28725,100,5070,building_footprint_area,"Valencia County, Torrance County & East Mountain PUMA",NM,3500800
00702,35,34901,1,G35000702,"Albuquerque city, NM",100694.27146199718,1,100694.27146199718,7113,100,5070,building_footprint_area,Albuquerque N Central PUMA,NM,3500702
00703,35,34901,1,G35000703,"Albuquerque city, NM",100847.4114900271,1,100847.4114900271,5617,100,5070,building_footprint_area,Albuquerque Far NE PUMA,NM,3500703
00704,35,34901,1,G35000704,"Albuquerque city, NM",102230.16747691669,1,102230.16747691669,4767,100,5070,building_footprint_area,Albuquerque Near NE PUMA,NM,3500704
00706,35,34901,1,G35000706,"Albuquerque city, NM",112387.36520601064,1,112387.36520601064,6683,100,5070,building_footprint_area,Albuquerque SW PUMA,NM,3500706
00400,35,30702,0.03722533371509365,G35000400,"Santa Rosa city, NM",6057.00001761131,0.03722533371509365,162711.7721487449,2595,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00705,35,34901,1,G35000705,"Albuquerque city, NM",104807.90799329546,1,104807.90799329546,5163,100,5070,building_footprint_area,Albuquerque SE PUMA,NM,3500705
00900,35,34902,0.1140174262551335,G35000900,"Socorro city, NM",19955.509684234858,0.1140174262551335,175021.5764350003,8370,100,5070,building_footprint_area,Southwest New Mexico PUMA,NM,3500900
00400,35,30901,0.4110349520986787,G35000400,"Clovis city, NM",66880.22547105048,0.4110349520986787,162711.7721487449,10559,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00800,35,34902,4.4080919487553735e-5,G35000800,"Socorro city, NM",5.49816619604826,4.4080919487553735e-5,124728.936237382,6,100,5070,building_footprint_area,"Valencia County, Torrance County & East Mountain PUMA",NM,3500800
00900,35,35500,1.413872306283647e-5,G35000900,"Gallup city, NM",2.4745815992355347,1.413872306283647e-5,175021.5764350003,5,100,5070,building_footprint_area,Southwest New Mexico PUMA,NM,3500900
00100,48,30901,0.05484232910434875,G48000100,"Clovis city, NM",9455.774517281912,0.05484232910434875,172417.44965445154,1903,100,5070,building_footprint_area,Panhandle Regional Planning Commission--Outside Potter & Randall Counties PUMA,TX,4800100
00900,35,30602,0.4955251281241672,G35000900,"Alamogordo city, NM",86727.58908744724,0.4955251281241672,175021.5764350003,22044,100,5070,building_footprint_area,Southwest New Mexico PUMA,NM,3500900
00400,35,30701,0.3965334990615182,G35000400,"Roswell city, NM",64520.6683486423,0.3965334990615182,162711.7721487449,10837,100,5070,building_footprint_area,Eastern New Mexico PUMA,NM,3500400
00900,35,30603,0.06542933617525436,G35000900,"Truth or Consequences city, NM",11451.545562488607,0.06542933617525436,175021.5764350003,3298,100,5070,building_footprint_area,Southwest New Mexico PUMA,NM,3500900
00900,35,30604,0.32393567852402344,G35000900,"Deming city, NM",56695.733118816046,0.32393567852402344,175021.5764350003,14029,100,5070,building_footprint_area,Southwest New Mexico PUMA,NM,3500900
01100,35,30801,0.5452140422958648,G35001100,"Hobbs city, NM",74035.74943437778,0.5452140422958648,135792.0810744667,10026,100,5070,building_footprint_area,Lea and Eddy County PUMA,NM,3501100
01100,35,30701,0.4547859577041354,G35001100,"Roswell city, NM",61756.33164008893,0.4547859577041354,135792.0810744667,9505,100,5070,building_footprint_area,Lea and Eddy County PUMA,NM,3501100
01001,35,30601,0.9999078487705156,G35001001,"El Paso city, TX",98042.8168338962,0.9999078487705156,98051.8524326511,17536,100,5070,building_footprint_area,Doña Ana County (Outer) PUMA,NM,3501001
00900,35,30601,0.00101353865786557,G35000900,"El Paso city, TX",177.3911336774472,0.00101353865786557,175021.5764350003,25,100,5070,building_footprint_area,Southwest New Mexico PUMA,NM,3500900
