state,CZ20,CZ90,CZ90_name,pop_overlap,share_of_CZ20,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
MO,311,26102,"Marshall city, MO",23242.71128007956,0.1366815801188082,170050.06278004847,6817,100,5070,building_footprint_area
MO,309,29601,"Columbia city, MO",359326.3747304282,0.9353719983030769,384153.4441722727,80447,100,5070,building_footprint_area
MO,160,24701,"St. Louis city, MO",2169724.261216171,0.8775236442346451,2472553.6177530033,228418,100,5070,building_footprint_area
MO,160,25000,"Quincy city, IL",2.628554880619049,1.0630931769268631e-6,2472553.6177530033,5,100,5070,building_footprint_area
MO,309,26101,"Moberly city, MO",1.6604394912719727,4.32233399559826e-6,384153.4441722727,1,100,5070,building_footprint_area
MO,322,29601,"Columbia city, MO",1.581563949584961,2.9089113792016546e-5,54369.616100818384,1,100,5070,building_footprint_area
MO,160,24702,"Mexico city, MO",11244.13839187054,0.004547581217708411,2472553.6177530033,6162,100,5070,building_footprint_area
MO,311,29502,"Kansas City city, MO",53784.08640129585,0.3162838373712509,170050.06278004847,15705,100,5070,building_footprint_area
MO,309,26102,"Marshall city, MO",0.0795862227678299,2.0717300332764853e-7,384153.4441722727,1,100,5070,building_footprint_area
MO,160,29601,"Columbia city, MO",22.121658369898796,8.946887222612556e-6,2472553.6177530033,14,100,5070,building_footprint_area
MO,311,29504,"Sedalia city, MO",93005.63737004693,0.5469309205157143,170050.06278004847,35723,100,5070,building_footprint_area
MO,314,29602,"Eldon city, MO",87835.86470235046,0.9998110132276042,87852.4676566599,38918,100,5070,building_footprint_area
MO,314,29601,"Columbia city, MO",3.5288976430892944,4.016845214730604e-5,87852.4676566599,2,100,5070,building_footprint_area
MO,309,29602,"Eldon city, MO",7.95851381868124,2.071701800260904e-5,384153.4441722727,7,100,5070,building_footprint_area
MO,314,29504,"Sedalia city, MO",3.3500938825309277,3.813317908864641e-5,87852.4676566599,8,100,5070,building_footprint_area
MO,318,29601,"Columbia city, MO",78.98607164621353,5.049600745607171e-4,156420.4293080524,12,100,5070,building_footprint_area
MO,318,24500,"Fort Leonard Wood CDP, MO",120325.34248405346,0.7692431418090936,156420.4293080524,33122,100,5070,building_footprint_area
MO,321,24600,"Farmington city, MO",130082.5872658214,0.9558283709956824,136094.08468417288,41435,100,5070,building_footprint_area
MO,160,24600,"Farmington city, MO",7.928305804729462,3.206525329846846e-6,2472553.6177530033,3,100,5070,building_footprint_area
MO,321,24701,"St. Louis city, MO",19.388912349939346,1.4246697345394755e-4,136094.08468417288,13,100,5070,building_footprint_area
MO,318,29602,"Eldon city, MO",81.54159908741713,5.212976300354613e-4,156420.4293080524,22,100,5070,building_footprint_area
MO,318,24701,"St. Louis city, MO",5.85963436961174,3.746079968922634e-5,156420.4293080524,6,100,5070,building_footprint_area
MO,311,29700,"Springfield city, MO",7.647202178835869,4.497029906261872e-5,170050.06278004847,8,100,5070,building_footprint_area
MO,310,29700,"Springfield city, MO",481328.4963566552,0.7433443536066119,647517.5253855239,96089,100,5070,building_footprint_area
MO,314,24500,"Fort Leonard Wood CDP, MO",0.04490536451339722,5.111451699785356e-7,87852.4676566599,1,100,5070,building_footprint_area
MO,316,29902,"Nevada city, MO",33602.596732927486,0.9995947641756027,33616.21922923997,14016,100,5070,building_footprint_area
MO,316,29502,"Kansas City city, MO",3.3877884801477194,1.007783908429822e-4,33616.21922923997,5,100,5070,building_footprint_area
MO,312,24600,"Farmington city, MO",18861.241247770493,0.0916320931198565,205836.63000145194,8001,100,5070,building_footprint_area
MO,314,29700,"Springfield city, MO",9.67905741930008,1.1017399598981363e-4,87852.4676566599,6,100,5070,building_footprint_area
MO,310,29504,"Sedalia city, MO",0.026668407022953033,4.1185614253567874e-8,647517.5253855239,1,100,5070,building_footprint_area
MO,318,29700,"Springfield city, MO",35912.316912448965,0.22958840524420057,156420.4293080524,12002,100,5070,building_footprint_area
MO,311,29902,"Nevada city, MO",9.980526447296143,5.869169516394399e-5,170050.06278004847,3,100,5070,building_footprint_area
MO,316,29901,"Joplin city, MO",10.234707832336426,3.044574335543986e-4,33616.21922923997,5,100,5070,building_footprint_area
MO,310,29902,"Nevada city, MO",7490.906115248799,0.011568653853482663,647517.5253855239,4316,100,5070,building_footprint_area
MO,312,25701,"Cape Girardeau city, MO",186963.38705891278,0.9083095999851628,205836.63000145194,45512,100,5070,building_footprint_area
MO,321,24500,"Fort Leonard Wood CDP, MO",5986.600876532495,0.04398869275196874,136094.08468417288,3271,100,5070,building_footprint_area
MO,319,25102,"West Plains city, MO",79339.23794171098,0.7293780739592289,108776.56016041129,36939,100,5070,building_footprint_area
MO,318,25102,"West Plains city, MO",16.38260644674301,1.0473444242042907e-4,156420.4293080524,6,100,5070,building_footprint_area
MO,319,24500,"Fort Leonard Wood CDP, MO",11.090378522872925,1.019555914115881e-4,108776.56016041129,4,100,5070,building_footprint_area
MO,321,25701,"Cape Girardeau city, MO",2.6658895760774612,1.95885778743732e-5,136094.08468417288,3,100,5070,building_footprint_area
MO,198,29902,"Nevada city, MO",11513.051726611331,0.04354001984945707,264424.5860800841,4543,100,5070,building_footprint_area
MO,198,29901,"Joplin city, MO",180538.70350205572,0.6827606546668753,264424.5860800841,39979,100,5070,building_footprint_area
MO,319,29700,"Springfield city, MO",29400.86783583369,0.27028679517422355,108776.56016041129,14662,100,5070,building_footprint_area
MO,313,25702,"Poplar Bluff city, MO",68594.30004037358,0.9997507170408564,68611.40369411744,28500,100,5070,building_footprint_area
MO,313,24600,"Farmington city, MO",3.0084075927734375,4.3847049190036764e-5,68611.40369411744,2,100,5070,building_footprint_area
MO,321,25702,"Poplar Bluff city, MO",2.8417398929595947,2.0880701020579158e-5,136094.08468417288,4,100,5070,building_footprint_area
MO,310,29800,"Monett city, MO",158630.7454237179,0.2449829374568219,647517.5253855239,51753,100,5070,building_footprint_area
MO,313,24500,"Fort Leonard Wood CDP, MO",1.3389337062835693,1.951474003144999e-5,68611.40369411744,1,100,5070,building_footprint_area
MO,310,29901,"Joplin city, MO",4.882099375128746,7.539717743117462e-6,647517.5253855239,4,100,5070,building_footprint_area
MO,439,29901,"Joplin city, MO",25.76500391960144,2.0973962532105402e-4,122842.80512164673,12,100,5070,building_footprint_area
MO,313,25701,"Cape Girardeau city, MO",0.4496385157108307,6.55340791037309e-6,68611.40369411744,1,100,5070,building_footprint_area
MO,312,25702,"Poplar Bluff city, MO",7.335234612226486,3.563619659034811e-5,205836.63000145194,2,100,5070,building_footprint_area
MO,313,25102,"West Plains city, MO",8.711270451545715,1.2696534369683208e-4,68611.40369411744,5,100,5070,building_footprint_area
MO,41,29700,"Springfield city, MO",2.6825929433107376,4.039441630247776e-5,66409.99397597904,4,100,5070,building_footprint_area
MO,41,25101,"Mountain Home city, AR",8375.121472615749,0.12611236609425214,66409.99397597904,5815,100,5070,building_footprint_area
MO,198,29800,"Monett city, MO",2.842934936285019,1.0751401669676823e-5,264424.5860800841,4,100,5070,building_footprint_area
MO,41,29800,"Monett city, MO",2.6769675612449646,4.030970944242582e-5,66409.99397597904,3,100,5070,building_footprint_area
MO,56,25800,"Blytheville city, AR",43503.84697719291,0.5198526590367513,83684.95615238813,9207,100,5070,building_footprint_area
MO,319,25101,"Mountain Home city, AR",4.2442309856414795,3.901788197183815e-5,108776.56016041129,2,100,5070,building_footprint_area
MO,56,25701,"Cape Girardeau city, MO",17.75293856859207,2.1214014304153344e-4,83684.95615238813,6,100,5070,building_footprint_area
MO,42,30300,"Fayetteville city, AR",23087.706078515854,0.040582955360057155,568901.546811433,9335,100,5070,building_footprint_area
MO,42,29901,"Joplin city, MO",2.880824565887451,5.063836760567507e-6,568901.546811433,1,100,5070,building_footprint_area
MO,198,30300,"Fayetteville city, AR",19.078260242938995,7.215009967779971e-5,264424.5860800841,7,100,5070,building_footprint_area
MO,56,25702,"Poplar Bluff city, MO",0.9478157162666321,1.1325998839512854e-5,83684.95615238813,1,100,5070,building_footprint_area
MO,42,29800,"Monett city, MO",0.15749172121286392,2.768347565507074e-7,568901.546811433,2,100,5070,building_footprint_area
MO,319,25702,"Poplar Bluff city, MO",0.5223270654678345,4.8018347399252745e-6,108776.56016041129,1,100,5070,building_footprint_area
MO,439,30300,"Fayetteville city, AR",10.21493661403656,8.315453724718418e-5,122842.80512164673,3,100,5070,building_footprint_area
MO,46,25900,"Jonesboro city, AR",3.4090461432933807,1.4966421462126103e-5,227779.64337836427,5,100,5070,building_footprint_area
MO,46,25702,"Poplar Bluff city, MO",0.5144039392471313,2.2583402608663148e-6,227779.64337836427,1,100,5070,building_footprint_area
MO,312,25800,"Blytheville city, AR",4.666460156440735,2.267069839030992e-5,205836.63000145194,3,100,5070,building_footprint_area
MO,46,25102,"West Plains city, MO",0.05985642597079277,2.627821568381569e-7,227779.64337836427,1,100,5070,building_footprint_area
MO,52,25102,"West Plains city, MO",14.137008354067802,1.5280909116391356e-4,92514.18385116546,8,100,5070,building_footprint_area
MO,310,25103,"Harrison city, AR",0.7595074772834778,1.1729527734886812e-6,647517.5253855239,2,100,5070,building_footprint_area
MO,43,29800,"Monett city, MO",2.2832518368959427,3.15053597154055e-5,72471.85423435993,3,100,5070,building_footprint_area
MO,310,30300,"Fayetteville city, AR",3.7703797817230225,5.822822755999052e-6,647517.5253855239,1,100,5070,building_footprint_area
MO,46,25800,"Blytheville city, AR",4.925371170043945,2.1623403641309693e-5,227779.64337836427,1,100,5070,building_footprint_area
MS,297,5100,"Corinth city, MS",78081.66985505563,0.23740970619918839,328889.9645473828,27115,100,5070,building_footprint_area
MS,491,5100,"Corinth city, MS",3.319511651992798,1.0634410114357422e-5,312148.1696019185,2,100,5070,building_footprint_area
MS,491,4901,"Jackson city, TN",4.708847284317017,1.5085295199142746e-5,312148.1696019185,2,100,5070,building_footprint_area
MS,297,4901,"Jackson city, TN",0.7900862097740173,2.4022812944789336e-6,328889.9645473828,1,100,5070,building_footprint_area
MS,297,5201,"New Albany city, MS",49452.03140952997,0.15036041454650548,328889.9645473828,18561,100,5070,building_footprint_area
MS,51,5201,"New Albany city, MS",7616.897047612816,0.005672963081099262,1342666.4229475074,4080,100,5070,building_footprint_area
MS,51,5202,"Memphis city, TN",256153.4126029075,0.19077963686660393,1342666.4229475074,48598,100,5070,building_footprint_area
MS,297,5000,"Tupelo city, MS",201325.99214603647,0.6121378389368024,328889.9645473828,62493,100,5070,building_footprint_area
MS,303,5202,"Memphis city, TN",18.69562339782715,1.3313160272788684e-4,140429.64265997685,6,100,5070,building_footprint_area
MS,303,4702,"Clarksdale city, MS",140407.0416992975,0.9998390584761789,140429.64265997685,36847,100,5070,building_footprint_area
MS,10,6200,"Florence city, AL",0.8149826526641846,9.465885351738481e-7,860968.2268278338,1,100,5070,building_footprint_area
MS,297,5202,"Memphis city, TN",1.018725872039795,3.097467183110199e-6,328889.9645473828,1,100,5070,building_footprint_area
MS,51,4702,"Clarksdale city, MS",37.39459654688835,2.7850995532306036e-5,1342666.4229475074,15,100,5070,building_footprint_area
MS,12,10600,"Birmingham city, AL",15.566884249448776,2.637909516774582e-4,59012.199434659444,7,100,5070,building_footprint_area
MS,297,4702,"Clarksdale city, MS",12.87067449092865,3.913367958381225e-5,328889.9645473828,3,100,5070,building_footprint_area
MS,303,5000,"Tupelo city, MS",3.905337281525135,2.780992109323494e-5,140429.64265997685,3,100,5070,building_footprint_area
MS,300,4800,"Greenville city, MS",105425.8987383541,0.9323305325010706,113077.81421202468,18315,100,5070,building_footprint_area
MS,300,4702,"Clarksdale city, MS",7.336287677288055,6.487822326961742e-5,113077.81421202468,4,100,5070,building_footprint_area
MS,301,4701,"Greenwood city, MS",69091.97903006244,0.9995509857943606,69123.01624629367,18630,100,5070,building_footprint_area
MS,301,4702,"Clarksdale city, MS",29.995576083660126,4.3394483795067994e-4,69123.01624629367,10,100,5070,building_footprint_area
MS,302,10502,"Starkville city, MS",105458.26012345962,0.6055199626512273,174161.49198734574,30953,100,5070,building_footprint_area
MS,297,10502,"Starkville city, MS",10.691130697727203,3.2506709994755544e-5,328889.9645473828,5,100,5070,building_footprint_area
MS,302,10501,"Columbus city, MS",68654.11172956228,0.3941979994897527,174161.49198734574,17621,100,5070,building_footprint_area
MS,302,5000,"Tupelo city, MS",18.661128282546997,1.0714841765309911e-4,174161.49198734574,4,100,5070,building_footprint_area
MS,302,10600,"Birmingham city, AL",17.866475999355316,1.0258568524811134e-4,174161.49198734574,7,100,5070,building_footprint_area
MS,4,10501,"Columbus city, MS",2.62179696559906,7.1507736858839055e-6,366645.216415485,3,100,5070,building_footprint_area
MS,302,4701,"Greenwood city, MS",1.0257014036178589,5.889369641438214e-6,174161.49198734574,1,100,5070,building_footprint_area
MS,301,10502,"Starkville city, MS",0.8515001535415649,1.2318619756226593e-5,69123.01624629367,1,100,5070,building_footprint_area
MS,299,3001,"Kosciusko city, MS",34657.05648721196,0.060327048733809466,574486.1917600966,12570,100,5070,building_footprint_area
MS,301,3001,"Kosciusko city, MS",0.1901399940252304,2.750747932464906e-6,69123.01624629367,1,100,5070,building_footprint_area
MS,302,3001,"Kosciusko city, MS",2.3597669303417206,1.3549303599863379e-5,174161.49198734574,2,100,5070,building_footprint_area
MS,300,3002,"Yazoo City city, MS",7644.579185993294,0.0676045892756598,113077.81421202468,1923,100,5070,building_footprint_area
MS,9,10400,"Meridian city, MS",147044.81865874468,0.7048009782067279,208633.10807666671,50301,100,5070,building_footprint_area
MS,9,10501,"Columbus city, MS",0.49039533734321594,2.3505154184972867e-6,208633.10807666671,1,100,5070,building_footprint_area
MS,9,10502,"Starkville city, MS",4.814866170287132,2.307815003416335e-5,208633.10807666671,9,100,5070,building_footprint_area
MS,299,3002,"Yazoo City city, MS",26538.006687735207,0.046194333420667116,574486.1917600966,6745,100,5070,building_footprint_area
MS,9,3003,"Jackson city, MS",49010.20822186768,0.234910981644667,208633.10807666671,19969,100,5070,building_footprint_area
MS,9,3001,"Kosciusko city, MS",0.27030855417251587,1.2956167727376482e-6,208633.10807666671,1,100,5070,building_footprint_area
MS,299,3003,"Jackson city, MS",513283.22502910055,0.8934648602371383,574486.1917600966,82178,100,5070,building_footprint_area
MS,4,10802,"Demopolis city, AL",4.417242527008057,1.204772987410916e-5,366645.216415485,1,100,5070,building_footprint_area
MS,245,3203,"Vicksburg city, MS",60774.711313684005,0.5588851764960483,108742.75051400246,13790,100,5070,building_footprint_area
MS,299,3203,"Vicksburg city, MS",1.8778421878814697,3.2687333739531378e-6,574486.1917600966,2,100,5070,building_footprint_area
MS,304,2800,"Laurel city, MS",116903.36931391316,0.3595455669281283,325142.0127710313,48015,100,5070,building_footprint_area
MS,304,10400,"Meridian city, MS",1.4333374686539173,4.4083428543677305e-6,325142.0127710313,3,100,5070,building_footprint_area
MS,9,2800,"Laurel city, MS",23.15117947012186,1.1096599041037371e-4,208633.10807666671,11,100,5070,building_footprint_area
MS,304,3003,"Jackson city, MS",25759.488930587657,0.07922534744449583,325142.0127710313,10713,100,5070,building_footprint_area
MS,299,2800,"Laurel city, MS",2.885589301586151,5.0229045414396364e-6,574486.1917600966,2,100,5070,building_footprint_area
MS,304,2900,"Hattiesburg city, MS",182455.75713436556,0.5611571250955286,325142.0127710313,48521,100,5070,building_footprint_area
MS,304,11001,"Mobile city, AL",3.1668200194835663,9.739805669818735e-6,325142.0127710313,4,100,5070,building_footprint_area
MS,298,3102,"Brookhaven city, MS",46743.751190268435,0.361305727796259,129374.50915980863,17949,100,5070,building_footprint_area
MS,298,3003,"Jackson city, MS",12.68913246691227,9.808062306337441e-5,129374.50915980863,7,100,5070,building_footprint_area
MS,299,3102,"Brookhaven city, MS",3.140124559402466,5.465970469684972e-6,574486.1917600966,1,100,5070,building_footprint_area
MS,298,2900,"Hattiesburg city, MS",0.9699208736419678,7.497001379490316e-6,129374.50915980863,1,100,5070,building_footprint_area
MS,245,3202,"Natchez city, MS",29378.50370116532,0.270165170204908,108742.75051400246,6531,100,5070,building_footprint_area
MS,2,11001,"Mobile city, AL",7.427193559706211,1.079931824778145e-5,687746.5215206535,8,100,5070,building_footprint_area
MS,298,3202,"Natchez city, MS",7601.235283963382,0.058753732349036615,129374.50915980863,3611,100,5070,building_footprint_area
MS,298,3203,"Vicksburg city, MS",1.0664072036743164,8.242792267192659e-6,129374.50915980863,1,100,5070,building_footprint_area
MS,2,2800,"Laurel city, MS",0.5464196801185608,7.945073701141961e-7,687746.5215206535,1,100,5070,building_footprint_area
MS,304,3102,"Brookhaven city, MS",7.0126893520355225,2.156808125861587e-5,325142.0127710313,2,100,5070,building_footprint_area
MS,305,2800,"Laurel city, MS",11.882087334990501,2.6265667891962693e-5,452380.93254907965,6,100,5070,building_footprint_area
MS,305,2700,"Biloxi city, MS",452212.8760772551,0.9996285067302073,452380.93254907965,84488,100,5070,building_footprint_area
MS,304,2700,"Biloxi city, MS",0.09811153262853622,3.017497855548661e-7,325142.0127710313,1,100,5070,building_footprint_area
MS,306,2900,"Hattiesburg city, MS",23.031867802143097,7.977988748986035e-6,2886926.583478867,8,100,5070,building_footprint_area
MS,306,3101,"McComb city, MS",24327.952772866003,0.008426938499956519,2886926.583478867,10572,100,5070,building_footprint_area
MS,304,3101,"McComb city, MS",7.707307577133179,2.370443459904627e-5,325142.0127710313,2,100,5070,building_footprint_area
MS,298,3101,"McComb city, MS",74963.75385247602,0.5794321797957722,129374.50915980863,29538,100,5070,building_footprint_area
MS,240,2900,"Hattiesburg city, MS",24.50039830803871,1.6440905879583692e-5,1490209.7541026187,10,100,5070,building_footprint_area
MS,240,2700,"Biloxi city, MS",55819.36280431785,0.037457386552895974,1490209.7541026187,17719,100,5070,building_footprint_area
MS,240,3101,"McComb city, MS",7.440528690814972,4.992940537619513e-6,1490209.7541026187,3,100,5070,building_footprint_area
MS,298,3300,"New Orleans city, LA",0.9140486717224121,7.065137310730526e-6,129374.50915980863,1,100,5070,building_footprint_area
MS,240,3300,"New Orleans city, LA",22.43806779384613,1.5056986261211254e-5,1490209.7541026187,9,100,5070,building_footprint_area
MS,298,3500,"Baton Rouge city, LA",2.0436483025550842,1.5796375312471232e-5,129374.50915980863,2,100,5070,building_footprint_area
MS,305,2900,"Hattiesburg city, MS",2.120890559628606,4.688284600497627e-6,452380.93254907965,2,100,5070,building_footprint_area
MS,246,3101,"McComb city, MS",2.8211174607276917,3.3257306866269813e-6,848269.9672801595,2,100,5070,building_footprint_area
MS,246,3500,"Baton Rouge city, LA",0.7584340572357178,8.940951424550771e-7,848269.9672801595,1,100,5070,building_footprint_area
MS,305,11001,"Mobile city, AL",5.118602991104126,1.1314807107942816e-5,452380.93254907965,2,100,5070,building_footprint_area
MS,2,2700,"Biloxi city, MS",27.81189262866974,4.043916146195227e-5,687746.5215206535,14,100,5070,building_footprint_area
MT,333,34502,"Libby city, MT",19498.351039275993,0.1270271133439413,153497.55281364103,9211,100,5070,building_footprint_area
MT,333,34503,"Kalispell city, MT",133969.408497012,0.8727787905495936,153497.55281364103,36669,100,5070,building_footprint_area
MT,333,34501,"Bonners Ferry city, ID",14.061182826757431,9.160525734132643e-5,153497.55281364103,6,100,5070,building_footprint_area
MT,335,34202,"Cut Bank city, MT",24330.65870898345,0.9997294054684392,24337.24423418648,8783,100,5070,building_footprint_area
MT,135,34501,"Bonners Ferry city, ID",1.2415394186973572,1.7331990284485912e-6,716328.2452383296,2,100,5070,building_footprint_area
MT,335,34503,"Kalispell city, MT",0.003846790175884962,1.5806186349074737e-7,24337.24423418648,1,100,5070,building_footprint_area
MT,336,34201,"Havre city, MT",1947.6312818512088,0.9999498007976195,1947.729056296288,1026,100,5070,building_footprint_area
MT,325,34201,"Havre city, MT",23204.267323614447,0.19536608352379997,118773.26353214041,7460,100,5070,building_footprint_area
MT,343,34503,"Kalispell city, MT",12312.518886514008,0.9993455445563442,12320.582158576697,6694,100,5070,building_footprint_area
MT,343,38601,"Spokane city, WA",6.038185182958841,4.900892754288801e-4,12320.582158576697,4,100,5070,building_footprint_area
MT,135,38601,"Spokane city, WA",0.4875240623950958,6.80587517853483e-7,716328.2452383296,1,100,5070,building_footprint_area
MT,340,26408,"Glasgow city, MT",4177.295539108687,0.9988750708192495,4181.999992934638,2761,100,5070,building_footprint_area
MT,340,34201,"Havre city, MT",4.704453825950623,0.0011249291807505152,4181.999992934638,3,100,5070,building_footprint_area
MT,337,26408,"Glasgow city, MT",7539.782525871531,0.3774476385110782,19975.704592069495,4117,100,5070,building_footprint_area
MT,330,26405,"Scobey city, MT",1660.911433766596,0.3200845126078243,5188.977811624354,1540,100,5070,building_footprint_area
MT,330,26407,"Plentywood city, MT",3527.6823954377905,0.6798414877656775,5188.977811624354,2592,100,5070,building_footprint_area
MT,325,34203,"Great Falls city, MT",95565.78019139147,0.8046068395311128,118773.26353214041,22239,100,5070,building_footprint_area
MT,342,26407,"Plentywood city, MT",0.3176019936800003,2.785774176093467e-5,11400.852100846823,2,100,5070,building_footprint_area
MT,336,34202,"Cut Bank city, MT",0.097774445079267025,5.019920238043294e-5,1947.729056296288,2,100,5070,building_footprint_area
MT,335,34203,"Great Falls city, MT",2.4016659930348396,9.868274197048259e-5,24337.24423418648,7,100,5070,building_footprint_area
MT,330,26408,"Glasgow city, MT",0.38398241996765137,7.399962649820037e-5,5188.977811624354,1,100,5070,building_footprint_area
MT,326,34403,"Butte-Silver Bow (remainde, MT",89289.48416741157,0.42519043697233366,209998.80618956976,23103,100,5070,building_footprint_area
MT,337,26406,"Wolf Point city, MT",12434.615037889453,0.6224869305899772,19975.704592069495,5671,100,5070,building_footprint_area
MT,331,34504,"Missoula city, MT",165208.90754774376,0.7515189503388713,219833.32219799457,36656,100,5070,building_footprint_area
MT,133,38601,"Spokane city, WA",0.10401968657970428,5.533957080826508e-7,187966.19681077963,1,100,5070,building_footprint_area
MT,325,34403,"Butte-Silver Bow (remainde, MT",3.216017134487629,2.707694508720277e-5,118773.26353214041,8,100,5070,building_footprint_area
MT,342,26411,"Sidney city, MT",11398.819395226892,0.9998217058162012,11400.852100846823,4142,100,5070,building_footprint_area
MT,332,34204,"Lewistown city, MT",11416.879173861817,0.8502633933371595,13427.46172930277,7175,100,5070,building_footprint_area
MT,333,34504,"Missoula city, MT",14.897513747215271,9.705375410969652e-5,153497.55281364103,6,100,5070,building_footprint_area
MT,331,34404,"Butte-Silver Bow (remainde, MT",54611.211889453814,0.24842099161048845,219833.32219799457,11992,100,5070,building_footprint_area
MT,334,34306,"Jordan town, MT",1160.4797661765479,0.9995519096713166,1160.9999990477227,1422,100,5070,building_footprint_area
MT,332,34203,"Great Falls city, MT",2010.3284337499645,0.14971768114317702,13427.46172930277,2190,100,5070,building_footprint_area
MT,337,34306,"Jordan town, MT",1.3070283085107803,6.543089894459495e-5,19975.704592069495,3,100,5070,building_footprint_area
MT,329,26409,"Glendive city, MT",8894.323991353798,0.4083142516801105,21783.035871894972,3529,100,5070,building_footprint_area
MT,339,34204,"Lewistown city, MT",492.0000001238659,1,492.0000001238659,477,100,5070,building_footprint_area
MT,326,34203,"Great Falls city, MT",0.09964940696954727,4.7452368314699813e-7,209998.80618956976,1,100,5070,building_footprint_area
MT,326,34309,"Harlowton city, MT",1896.5328290420584,0.009031160050167254,209998.80618956976,1283,100,5070,building_footprint_area
MT,334,34204,"Lewistown city, MT",0.5202328711748123,4.4809032868347855e-4,1160.9999990477227,3,100,5070,building_footprint_area
MT,344,26409,"Glendive city, MT",937.0000012793462,1,937.0000012793462,911,100,5070,building_footprint_area
MT,342,26409,"Glendive city, MT",1.7151036262512207,1.5043644203785678e-4,11400.852100846823,1,100,5070,building_footprint_area
MT,329,34305,"Miles City city, MT",12887.710698093055,0.5916397867535584,21783.035871894972,4009,100,5070,building_footprint_area
MT,327,34309,"Harlowton city, MT",2064.753721813904,0.010807655103531391,191045.48600364273,1145,100,5070,building_footprint_area
MT,332,34309,"Harlowton city, MT",0.25412169098854065,1.8925519663479697e-5,13427.46172930277,1,100,5070,building_footprint_area
MT,327,34308,"Billings city, MT",188980.61726548016,0.9891917428600057,191045.48600364273,35182,100,5070,building_footprint_area
MT,341,34307,"Colstrip CDP, MT",10707.42963232589,1,10707.42963232589,5734,100,5070,building_footprint_area
MT,326,34402,"Bozeman city, MT",118806.13350040466,0.5657467090225083,209998.80618956976,24674,100,5070,building_footprint_area
MT,338,34402,"Bozeman city, MT",20730.770201658364,0.9996585636640035,20737.85085747158,9184,100,5070,building_footprint_area
MT,328,26402,"Baker city, MT",3033.994169774116,0.6847326193032114,4430.918119340553,1629,100,5070,building_footprint_area
MT,323,34401,"Butte-Silver Bow (remainde, MT",9306.071198470658,0.9987323017753548,9317.883462793892,3976,100,5070,building_footprint_area
MT,331,34401,"Butte-Silver Bow (remainde, MT",7.9670051746070385,3.624111711067849e-5,219833.32219799457,8,100,5070,building_footprint_area
MT,331,36302,"Salmon city, ID",3.665290594100952,1.667304372901111e-5,219833.32219799457,1,100,5070,building_footprint_area
MT,323,34404,"Butte-Silver Bow (remainde, MT",11.646385103464127,0.0012498959822762209,9317.883462793892,4,100,5070,building_footprint_area
MT,326,34404,"Butte-Silver Bow (remainde, MT",2.961721248924732,1.410351469451275e-5,209998.80618956976,5,100,5070,building_footprint_area
MT,331,34403,"Butte-Silver Bow (remainde, MT",0.2532082498073578,1.1518192386653004e-6,219833.32219799457,1,100,5070,building_footprint_area
MT,331,34402,"Bozeman city, MT",0.8152887225151062,3.7086676140062615e-6,219833.32219799457,2,100,5070,building_footprint_area
MT,326,34401,"Butte-Silver Bow (remainde, MT",3.594322055578232,1.711591661303813e-5,209998.80618956976,6,100,5070,building_footprint_area
MT,323,34402,"Bozeman city, MT",0.16587921977043152,1.7802242368965406e-5,9317.883462793892,1,100,5070,building_footprint_area
MT,324,34304,"Sheridan city, WY",12978.999994899612,0.2488209807631642,52161.99998525623,4529,100,5070,building_footprint_area
MT,328,26401,"Buffalo town, SD",1396.923949566437,0.31526738069678867,4430.918119340553,1719,100,5070,building_footprint_area
MT,338,34308,"Billings city, MT",7.080655813217163,3.414363359965092e-4,20737.85085747158,2,100,5070,building_footprint_area
MT,327,34402,"Bozeman city, MT",0.11501634865999222,6.020364629698665e-7,191045.48600364273,1,100,5070,building_footprint_area
MT,329,34307,"Colstrip CDP, MT",1.001182448118925,4.5961566331104296e-5,21783.035871894972,2,100,5070,building_footprint_area
MT,484,26401,"Buffalo town, SD",0.08187451213598251,1,0.08187451213598251,1,100,5070,building_footprint_area
NE,348,27701,"Scottsbluff city, NE",42320.63939264207,0.28971477139216084,146076.91278314707,12543,100,5070,building_footprint_area
NE,351,27701,"Scottsbluff city, NE",18990.84413239686,0.7877909168245044,24106.45226648054,6196,100,5070,building_footprint_area
NE,351,27704,"Pine Ridge CDP, SD",5115.608134083683,0.21220908317549556,24106.45226648054,3555,100,5070,building_footprint_area
NE,356,28304,"Valentine city, NE",5422.335314363241,0.9997436789743981,5423.725529253483,3943,100,5070,building_footprint_area
NE,352,27003,"Ainsworth city, NE",4913.536401981721,0.2919380000640563,16830.753108206554,4459,100,5070,building_footprint_area
NE,352,27001,"O'Neill city, NE",11917.216706224834,0.7080619999359437,16830.753108206554,7304,100,5070,building_footprint_area
NE,356,27704,"Pine Ridge CDP, SD",1.1268808841705322,2.077687888320623e-4,5423.725529253483,2,100,5070,building_footprint_area
NE,354,27005,"Yankton city, SD",16663.585462691728,0.9994325616546451,16673.04638854647,9903,100,5070,building_footprint_area
NE,354,27001,"O'Neill city, NE",0.8521255850791931,5.110797182598615e-5,16673.04638854647,1,100,5070,building_footprint_area
NE,346,28001,"Sioux City city, IA",15280.488238407299,0.21784039513622497,70145.33842013899,6005,100,5070,building_footprint_area
NE,192,28001,"Sioux City city, IA",21457.7980010974,0.12784379132776422,167843.88024041138,3201,100,5070,building_footprint_area
