PUMA20_GISJOIN,CZ90,CZ90_name,pop_overlap,share_of_PUMA20,PUMA20_total_pop,cells,grid_res_m,crs_epsg,method,PUMA20_name,state_fips,state,afactor,GISJOIN,STATEFP20,PUMACE20,GEOID20
G01002702,11001,"Mobile city, AL",110275.2033,0.998995378,110386.0996,22367,100,5070,building_footprint_area,"Baldwin County (South)--Foley, Gulf Shores & Robertsdale Cities PUMA",1,AL,0.998995378,G01002702,1,2702,102702
G29002400,25800,"Blytheville city, AR",43528.29349,0.391201881,111268.109,9215,100,5070,building_footprint_area,"Dunklin, Stoddard, New Madrid, Pemiscot, Mississippi & Bollinger Counties PUMA",29,MO,0.391201881,G29002400,29,2400,2902400
G05000500,25900,"Jonesboro city, AR",94192.87095,0.845744963,111372.6657,29779,100,5070,building_footprint_area,Northeast Arkansas PUMA,5,AR,0.845744963,G05000500,5,500,500500
G05000500,25702,"Poplar Bluff city, MO",4.739005845,4.26e-05,111372.6657,6,100,5070,building_footprint_area,Northeast Arkansas PUMA,5,AR,4.26e-05,G05000500,5,500,500500
G29002500,25702,"Poplar Bluff city, MO",68600.3857,0.582483402,117772.2583,28507,100,5070,building_footprint_area,"Butler, Ripley, Wayne, Madison, Iron, Reynolds, Dent, Shannon & Carter Counties PUMA",29,MO,0.582483402,G29002500,29,2500,2902500
G05000500,25102,"West Plains city, MO",24.90965888,0.000224,111372.6657,19,100,5070,building_footprint_area,Northeast Arkansas PUMA,5,AR,0.000224,G05000500,5,500,500500
G05000500,25105,"Batesville city, AR",17150.14604,0.153988826,111372.6657,8366,100,5070,building_footprint_area,Northeast Arkansas PUMA,5,AR,0.153988826,G05000500,5,500,500500
G29002600,25102,"West Plains city, MO",72412.07491,0.657051951,110207.5336,32732,100,5070,building_footprint_area,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",29,MO,0.657051951,G29002600,29,2600,2902600
G05000400,25102,"West Plains city, MO",11985.87944,0.103778581,115494.7329,7063,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,0.103778581,G05000400,5,400,500400
G05000300,25101,"Mountain Home city, AR",58022.86562,0.375019286,154719.6844,21824,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,0.375019286,G05000300,5,300,500300
G29002600,25101,"Mountain Home city, AR",8380.61463,0.076043936,110207.5336,5818,100,5070,building_footprint_area,"Howell, Texas, Wright, Douglas, Oregon & Ozark Counties PUMA",29,MO,0.076043936,G29002600,29,2600,2902600
G05000300,25103,"Harrison city, AR",80140.6472,0.517973182,154719.6844,34747,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,0.517973182,G05000300,5,300,500300
G05000300,29800,"Monett city, MO",74.01254034,0.000478,154719.6844,33,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,0.000478,G05000300,5,300,500300
G29002800,29800,"Monett city, MO",120880.8174,0.839427653,144003.8543,38912,100,5070,building_footprint_area,"Taney, Barry, Stone & McDonald Counties PUMA",29,MO,0.839427653,G29002800,29,2800,2902800
G05000101,29800,"Monett city, MO",2.912204981,1.71e-05,170647.3476,3,100,5070,building_footprint_area,Benton County (Outer) PUMA,5,AR,1.71e-05,G05000101,5,101,500101
G05000101,30300,"Fayetteville city, AR",170621.5804,0.999849003,170647.3476,35378,100,5070,building_footprint_area,Benton County (Outer) PUMA,5,AR,0.999849003,G05000101,5,101,500101
G29002800,30300,"Fayetteville city, AR",23092.85739,0.160362773,144003.8543,9334,100,5070,building_footprint_area,"Taney, Barry, Stone & McDonald Counties PUMA",29,MO,0.160362773,G29002800,29,2800,2902800
G40020500,30300,"Fayetteville city, AR",39936.47866,0.325070323,122854.8897,15176,100,5070,building_footprint_area,"Northeast Oklahoma Counties--Miami, Pryor Creek, Grove & Vinita Cities PUMA",40,OK,0.325070323,G40020500,40,20500,4020500
G05000102,30300,"Fayetteville city, AR",113230.7392,1.0,113230.7392,9090,100,5070,building_footprint_area,Benton County (Central)--Bentonville & Rogers Cities PUMA,5,AR,1.0,G05000102,5,102,500102
G05000300,25102,"West Plains city, MO",1.032389522,6.67e-06,154719.6844,1,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,6.67e-06,G05000300,5,300,500300
G05000300,30300,"Fayetteville city, AR",16473.99622,0.106476408,154719.6844,9856,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,0.106476408,G05000300,5,300,500300
G05000101,25103,"Harrison city, AR",22.85497111,0.000134,170647.3476,36,100,5070,building_footprint_area,Benton County (Outer) PUMA,5,AR,0.000134,G05000101,5,101,500101
G05000400,25105,"Batesville city, AR",51142.98994,0.442816643,115494.7329,19078,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,0.442816643,G05000400,5,400,500400
G05000201,30300,"Fayetteville city, AR",139882.0793,0.999996843,139882.5209,25950,100,5070,building_footprint_area,Washington County (Outer)--Springdale City PUMA,5,AR,0.999996843,G05000201,5,201,500201
G05000400,25101,"Mountain Home city, AR",2.516109407,2.18e-05,115494.7329,2,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,2.18e-05,G05000400,5,400,500400
G05000400,25104,"Heber Springs city, AR",52327.04073,0.453068633,115494.7329,25854,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,0.453068633,G05000400,5,400,500400
G05000202,30300,"Fayetteville city, AR",105577.3142,1.0,105577.3142,10869,100,5070,building_footprint_area,Washington County (Central)--Fayetteville City PUMA,5,AR,1.0,G05000202,5,202,500202
G05000600,25800,"Blytheville city, AR",40131.03725,0.263244956,152447.5071,6452,100,5070,building_footprint_area,East Arkansas PUMA,5,AR,0.263244956,G05000600,5,600,500600
G05000700,25900,"Jonesboro city, AR",133565.9394,0.99989,133580.6333,20969,100,5070,building_footprint_area,Craighead & Poinsett Counties PUMA,5,AR,0.99989,G05000700,5,700,500700
G05000700,25800,"Blytheville city, AR",10.362616,7.76e-05,133580.6333,5,100,5070,building_footprint_area,Craighead & Poinsett Counties PUMA,5,AR,7.76e-05,G05000700,5,700,500700
G40020600,30200,"Muskogee city, OK",65994.30928,0.627730191,105131.6477,23479,100,5070,building_footprint_area,"East Oklahoma Counties--Tahleqhah, Ft. Gibson, Sallisaw & Stilwell Cities PUMA",40,OK,0.627730191,G40020600,40,20600,4020600
G05000800,4302,"Searcy city, AR",99453.26868,0.868718851,114482.6875,27736,100,5070,building_footprint_area,"White, Lonoke & Woodruff Counties PUMA",5,AR,0.868718851,G05000800,5,800,500800
G05000400,25900,"Jonesboro city, AR",1.199030042,1.04e-05,115494.7329,1,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,1.04e-05,G05000400,5,400,500400
G05000400,25103,"Harrison city, AR",14.62818772,0.000127,115494.7329,11,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,0.000127,G05000400,5,400,500400
G40020600,30300,"Fayetteville city, AR",36.36097205,0.000346,105131.6477,11,100,5070,building_footprint_area,"East Oklahoma Counties--Tahleqhah, Ft. Gibson, Sallisaw & Stilwell Cities PUMA",40,OK,0.000346,G40020600,40,20600,4020600
G05000300,25104,"Heber Springs city, AR",2.691889197,1.74e-05,154719.6844,3,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,1.74e-05,G05000300,5,300,500300
G05000700,4302,"Searcy city, AR",4.331291288,3.24e-05,133580.6333,5,100,5070,building_footprint_area,Craighead & Poinsett Counties PUMA,5,AR,3.24e-05,G05000700,5,700,500700
G05000600,25900,"Jonesboro city, AR",15.50146031,0.000102,152447.5071,4,100,5070,building_footprint_area,East Arkansas PUMA,5,AR,0.000102,G05000600,5,600,500600
G05000300,30000,"Russellville city, AR",4.438503742,2.87e-05,154719.6844,2,100,5070,building_footprint_area,"Baxter, Boone & Carroll Counties PUMA",5,AR,2.87e-05,G05000300,5,300,500300
G05001100,30000,"Russellville city, AR",16947.3734,0.082935409,204344.2435,7496,100,5070,building_footprint_area,"Sebastian, Crawford & Franklin Counties PUMA",5,AR,0.082935409,G05001100,5,1100,501100
G05001000,30000,"Russellville city, AR",108535.5557,0.840646556,129109.618,32752,100,5070,building_footprint_area,"Pope, Johnson & Conway Counties PUMA",5,AR,0.840646556,G05001000,5,1000,501000
G05001100,30300,"Fayetteville city, AR",5.36782974,2.63e-05,204344.2435,3,100,5070,building_footprint_area,"Sebastian, Crawford & Franklin Counties PUMA",5,AR,2.63e-05,G05001100,5,1100,501100
G05001100,30100,"Fort Smith city, AR",187391.5023,0.917038323,204344.2435,34097,100,5070,building_footprint_area,"Sebastian, Crawford & Franklin Counties PUMA",5,AR,0.917038323,G05001100,5,1100,501100
G05000400,30000,"Russellville city, AR",0.936001658,8.1e-06,115494.7329,1,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,8.1e-06,G05000400,5,400,500400
G05000400,4302,"Searcy city, AR",16.35350549,0.000142,115494.7329,6,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,0.000142,G05000400,5,400,500400
G05000800,25105,"Batesville city, AR",21.59372175,0.000189,114482.6875,13,100,5070,building_footprint_area,"White, Lonoke & Woodruff Counties PUMA",5,AR,0.000189,G05000800,5,800,500800
G05000600,5300,"West Memphis city, AR",112296.3673,0.736623179,152447.5071,21748,100,5070,building_footprint_area,East Arkansas PUMA,5,AR,0.736623179,G05000600,5,600,500600
G05000800,25104,"Heber Springs city, AR",6.948442534,6.07e-05,114482.6875,7,100,5070,building_footprint_area,"White, Lonoke & Woodruff Counties PUMA",5,AR,6.07e-05,G05000800,5,800,500800
G05001000,4200,"Little Rock city, AR",20570.8611,0.15932865,129109.618,8771,100,5070,building_footprint_area,"Pope, Johnson & Conway Counties PUMA",5,AR,0.15932865,G05001000,5,1000,501000
G05001200,30000,"Russellville city, AR",21022.7436,0.158402893,132716.9174,9799,100,5070,building_footprint_area,West Arkansas PUMA,5,AR,0.158402893,G05001200,5,1200,501200
G05000400,4200,"Little Rock city, AR",3.189941257,2.76e-05,115494.7329,4,100,5070,building_footprint_area,"Independence, Cleburne & Van Buren Counties PUMA",5,AR,2.76e-05,G05000400,5,400,500400
G05000900,4200,"Little Rock city, AR",196079.486,0.999935926,196092.0504,39611,100,5070,building_footprint_area,Faulkner & Lonoke Counties PUMA,5,AR,0.999935926,G05000900,5,900,500900
G05000900,25104,"Heber Springs city, AR",0.238375023,1.22e-06,196092.0504,1,100,5070,building_footprint_area,Faulkner & Lonoke Counties PUMA,5,AR,1.22e-06,G05000900,5,900,500900
G40022100,30100,"Fort Smith city, AR",68644.40349,0.554614307,123769.6227,29176,100,5070,building_footprint_area,"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities PUMA",40,OK,0.554614307,G40022100,40,22100,4022100
G05001200,30100,"Fort Smith city, AR",9737.69559,0.073371924,132716.9174,5533,100,5070,building_footprint_area,West Arkansas PUMA,5,AR,0.073371924,G05001200,5,1200,501200
G05000800,4301,"Stuttgart city, AR",14987.65843,0.130916375,114482.6875,5991,100,5070,building_footprint_area,"White, Lonoke & Woodruff Counties PUMA",5,AR,0.130916375,G05000800,5,800,500800
G05001400,4200,"Little Rock city, AR",149924.2556,0.999900084,149939.2368,33970,100,5070,building_footprint_area,"Saline, Grant & Perry Counties PUMA",5,AR,0.999900084,G05001400,5,1400,501400
G05001501,4200,"Little Rock city, AR",200281.002,1.0,200281.002,27318,100,5070,building_footprint_area,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities PUMA",5,AR,1.0,G05001501,5,1501,501501
G05001400,30000,"Russellville city, AR",0.342970937,2.29e-06,149939.2368,1,100,5070,building_footprint_area,"Saline, Grant & Perry Counties PUMA",5,AR,2.29e-06,G05001400,5,1400,501400
G05000600,4301,"Stuttgart city, AR",4.601140603,3.02e-05,152447.5071,6,100,5070,building_footprint_area,East Arkansas PUMA,5,AR,3.02e-05,G05000600,5,600,500600
G05000900,4301,"Stuttgart city, AR",10.92641085,5.57e-05,196092.0504,3,100,5070,building_footprint_area,Faulkner & Lonoke Counties PUMA,5,AR,5.57e-05,G05000900,5,900,500900
G05001502,4200,"Little Rock city, AR",197397.8807,1.0,197397.8807,14450,100,5070,building_footprint_area,Pulaski County (Central)--Little Rock City PUMA,5,AR,1.0,G05001502,5,1502,501502
G05001000,30100,"Fort Smith city, AR",3.201135635,2.48e-05,129109.618,1,100,5070,building_footprint_area,"Pope, Johnson & Conway Counties PUMA",5,AR,2.48e-05,G05001000,5,1000,501000
G05000800,4200,"Little Rock city, AR",9.999999762,8.73e-05,114482.6875,2,100,5070,building_footprint_area,"White, Lonoke & Woodruff Counties PUMA",5,AR,8.73e-05,G05000800,5,800,500800
G05000800,5300,"West Memphis city, AR",3.218184173,2.81e-05,114482.6875,3,100,5070,building_footprint_area,"White, Lonoke & Woodruff Counties PUMA",5,AR,2.81e-05,G05000800,5,800,500800
G05001300,34001,"Hot Springs city, AR",172025.4603,0.999908455,172041.2098,46908,100,5070,building_footprint_area,West Central Arkansas PUMA,5,AR,0.999908455,G05001300,5,1300,501300
G05001400,34001,"Hot Springs city, AR",8.92351985,5.95e-05,149939.2368,4,100,5070,building_footprint_area,"Saline, Grant & Perry Counties PUMA",5,AR,5.95e-05,G05001400,5,1400,501400
G05001200,34002,"Idabel city, OK",34832.79162,0.262459318,132716.9174,16386,100,5070,building_footprint_area,West Arkansas PUMA,5,AR,0.262459318,G05001200,5,1200,501200
G05001300,4200,"Little Rock city, AR",14.42245793,8.38e-05,172041.2098,6,100,5070,building_footprint_area,West Central Arkansas PUMA,5,AR,8.38e-05,G05001300,5,1300,501300
G05001600,4301,"Stuttgart city, AR",17031.06766,0.098989896,172048.5464,5092,100,5070,building_footprint_area,Southeast Arkansas PUMA,5,AR,0.098989896,G05001600,5,1600,501600
G05000900,4102,"Pine Bluff city, AR",1.399593592,7.14e-06,196092.0504,1,100,5070,building_footprint_area,Faulkner & Lonoke Counties PUMA,5,AR,7.14e-06,G05000900,5,900,500900
G05001600,4102,"Pine Bluff city, AR",136044.3035,0.790732071,172048.5464,34757,100,5070,building_footprint_area,Southeast Arkansas PUMA,5,AR,0.790732071,G05001600,5,1600,501600
G05001600,4200,"Little Rock city, AR",17.71447039,0.000103,172048.5464,8,100,5070,building_footprint_area,Southeast Arkansas PUMA,5,AR,0.000103,G05001600,5,1600,501600
G05001300,34002,"Idabel city, OK",0.641427219,3.73e-06,172041.2098,1,100,5070,building_footprint_area,West Central Arkansas PUMA,5,AR,3.73e-06,G05001300,5,1300,501300
G05001400,4102,"Pine Bluff city, AR",5.714791536,3.81e-05,149939.2368,2,100,5070,building_footprint_area,"Saline, Grant & Perry Counties PUMA",5,AR,3.81e-05,G05001400,5,1400,501400
G05001200,34001,"Hot Springs city, AR",12719.21996,0.095837217,132716.9174,5316,100,5070,building_footprint_area,West Arkansas PUMA,5,AR,0.095837217,G05001200,5,1200,501200
G05001700,4200,"Little Rock city, AR",2.798009813,2.17e-05,129159.5032,2,100,5070,building_footprint_area,Southwest Arkansas PUMA,5,AR,2.17e-05,G05001700,5,1700,501700
G05001700,4103,"El Dorado city, AR",72159.19483,0.558682815,129159.5032,21165,100,5070,building_footprint_area,Southwest Arkansas PUMA,5,AR,0.558682815,G05001700,5,1700,501700
G05001700,34001,"Hot Springs city, AR",28169.86296,0.218101357,129159.5032,11308,100,5070,building_footprint_area,Southwest Arkansas PUMA,5,AR,0.218101357,G05001700,5,1700,501700
G40022100,34002,"Idabel city, OK",55124.96992,0.445383679,123769.6227,25060,100,5070,building_footprint_area,"Southeast Oklahoma Counties--Poteau, Idabel, Broken Bow, Wilburton & Hugo Cities PUMA",40,OK,0.445383679,G40022100,40,22100,4022100
G05001200,33500,"Texarkana city, TX",54404.46663,0.409928649,132716.9174,14709,100,5070,building_footprint_area,West Arkansas PUMA,5,AR,0.409928649,G05001200,5,1200,501200
G05001300,4103,"El Dorado city, AR",0.685603917,3.99e-06,172041.2098,1,100,5070,building_footprint_area,West Central Arkansas PUMA,5,AR,3.99e-06,G05001300,5,1300,501300
G05001700,4001,"Magnolia city, AR",28820.27572,0.22313709,129159.5032,9924,100,5070,building_footprint_area,Southwest Arkansas PUMA,5,AR,0.22313709,G05001700,5,1700,501700
G48001100,33500,"Texarkana city, TX",120677.6234,0.999815128,120699.9375,31920,100,5070,building_footprint_area,Ark-Tex COG (East)--Bowie & Cass Counties PUMA,48,TX,0.999815128,G48001100,48,1100,4801100
G05001600,4101,"Crossett city, AR",18952.20461,0.110156145,172048.5464,5845,100,5070,building_footprint_area,Southeast Arkansas PUMA,5,AR,0.110156145,G05001600,5,1600,501600
G05001700,4102,"Pine Bluff city, AR",5.268442154,4.08e-05,129159.5032,1,100,5070,building_footprint_area,Southwest Arkansas PUMA,5,AR,4.08e-05,G05001700,5,1700,501700
G05001700,3901,"Monroe city, LA",2.103256613,1.63e-05,129159.5032,3,100,5070,building_footprint_area,Southwest Arkansas PUMA,5,AR,1.63e-05,G05001700,5,1700,501700
G22000500,3901,"Monroe city, LA",95288.23475,0.673906963,141396.7208,31374,100,5070,building_footprint_area,North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA,22,LA,0.673906963,G22000500,22,500,2200500
G22000500,4103,"El Dorado city, AR",54.73893654,0.000387,141396.7208,15,100,5070,building_footprint_area,North Delta Regional Planning & Development District 2--Northeast Louisiana PUMA,22,LA,0.000387,G22000500,22,500,2200500
G22000200,4001,"Magnolia city, AR",44.2956056,0.000269,164578.6777,20,100,5070,building_footprint_area,Coordinating & Development Corporation 3--Bossier & Webster Parishes PUMA,22,LA,0.000269,G22000200,22,200,2200200
G22000101,33500,"Texarkana city, TX",7.12591958,6.13e-05,116210.5438,4,100,5070,building_footprint_area,Coordinating & Development Corporation 1--Shreveport City (North) PUMA,22,LA,6.13e-05,G22000101,22,101,2200101
G04000601,37901,"Las Vegas city, NV",109519.2372,1.0,109519.2372,17734,100,5070,building_footprint_area,Mohave County North--City of Kingman & Bullhead City PUMA,4,AZ,1.0,G04000601,4,601,400601
G49053000,37901,"Las Vegas city, NV",17.20705837,9.77e-05,176131.8444,6,100,5070,building_footprint_area,Washington County--St. George City PUMA,49,UT,9.77e-05,G49053000,49,53000,4953000
G32000402,37901,"Las Vegas city, NV",160571.9615,1.0,160571.9615,7313,100,5070,building_footprint_area,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA",32,NV,1.0,G32000402,32,402,3200402
G04000500,35401,"Flagstaff city, AZ",140602.0181,0.999992923,140603.0132,22617,100,5070,building_footprint_area,Coconino County PUMA,4,AZ,0.999992923,G04000500,4,500,400500
